HUC8,site,species,length,weight
YEL,97b,BRT,55,2
YEL,97b,BRT,66,4
YEL,97b,BRT,68,5
YEL,97b,BRT,72,5
YEL,97b,BRT,63,3
YEL,97b,BRT,62,3
YEL,97b,BRT,49,1
YEL,97b,BRT,76,6
YEL,97b,BRT,55,1
YEL,97b,BRT,55,1
YEL,97b,BRT,58,1
YEL,97b,BRT,50,2
YEL,97b,BRT,65,4
YEL,97b,BRT,69,4
YEL,97b,BRT,56,2
YEL,97b,BRT,73,2
YEL,97b,BRT,81,6
YEL,97b,BRT,52,4
YEL,97b,BRT,72,3
YEL,97b,BRT,75,6
YEL,97b,BRT,70,3
YEL,97b,BRT,75,5
YEL,97b,BRT,84,6
YEL,97b,BRT,79,5
YEL,97b,BRT,63,2
YEL,97b,BRT,78,5
YEL,97b,BRT,62,3
YEL,97b,BRT,66,5
YEL,97b,BRT,65,4
YEL,97b,BRT,69,4
YEL,97b,BRT,65,3
YEL,97b,BRT,56,2
YEL,97b,BRT,66,4
YEL,97b,BRT,44,1
YEL,97b,BRT,65,3
YEL,97b,BRT,71,4
YEL,97b,BRT,57,2
YEL,97b,BRT,56,3
YEL,97b,BRT,66,2
YEL,97b,BRT,76,3
YEL,97b,BRT,73,4
YEL,97b,BRT,70,5
YEL,97b,BRT,52,2
YEL,97b,BRT,57,2
YEL,97b,BRT,67,4
YEL,97b,BRT,69,4
YEL,97b,BRT,50,1
YEL,97b,BRT,72,4
YEL,97b,BRT,56,2
YEL,97b,BRT,68,3
YEL,97b,BRT,73,6
YEL,97b,BRT,61,3
YEL,97b,BRT,75,5
YEL,97b,BRT,55,3
YEL,97b,BRT,45,1
YEL,97b,BRT,60,2
YEL,97b,BRT,72,6
YEL,97b,BRT,57,2
YEL,97b,BRT,46,1
YEL,97b,BRT,62,2
YEL,97b,BRT,75,7
YEL,97b,BRT,56,2
YEL,97b,BRT,52,2
YEL,97b,BRT,45,1
YEL,97b,BRT,310,304
YEL,97b,BRT,235,149
YEL,97b,BRT,251,168
YEL,97b,BRT,290,239
YEL,97b,BRT,261,187
YEL,97b,BRT,255,159
YEL,97b,BRT,231,135
YEL,97b,BRT,253,175
YEL,97b,BRT,157,38
YEL,97b,BRT,84,8
YEL,97b,BRT,55,3
YEL,97b,BRT,63,3
YEL,97b,BRT,189,74
YEL,97b,BRT,156,43
YEL,97b,BRT,71,5
YEL,97b,BRT,184,69
YEL,97b,BRT,65,4
YEL,97b,BRT,72,5
YEL,97b,BRT,74,5
YEL,97b,BRT,54,2
YEL,97b,BRT,185,65
YEL,97b,BRT,171,63
YEL,97b,BRT,183,75
YEL,97b,BRT,75,5
YEL,97b,BRT,74,5
YEL,97b,BRT,74,4
YEL,97b,BRT,75,5
YEL,97b,BRT,50,1
YEL,97b,BRT,67,4
YEL,97b,BRT,57,3
YEL,97b,BRT,71,4
YEL,97b,BRT,43,1
YEL,97b,BRT,42,1
YEL,97b,BRT,65,4
YEL,97b,BRT,64,3
YEL,97b,BRT,40,1
YEL,97b,BRT,65,4
YEL,97b,BRT,65,3
YEL,97b,BRT,46,1
YEL,97b,BRT,66,3
YEL,97b,BRT,61,3
YEL,97b,BRT,67,4
YEL,97b,BRT,51,2
YEL,97b,BRT,66,4
YEL,97b,BRT,71,4
YEL,97b,BRT,64,4
YEL,97b,BRT,65,3
YEL,97b,BRT,75,5
YEL,97b,BRT,63,3
YEL,97b,BRT,64,4
YEL,97b,BRT,62,3
YEL,97b,BRT,43,1
YEL,97b,BRT,41,1
YEL,97b,BRT,71,4
YEL,97b,BRT,70,5
YEL,97b,BRT,70,4
YEL,97b,BRT,61,3
YEL,97b,BRT,55,2
YEL,97b,BRT,73,5
YEL,97b,BRT,43,1
YEL,97b,BRT,66,4
YEL,97b,BRT,59,3
YEL,97b,BRT,71,5
YEL,97b,BRT,56,3
YEL,97b,BRT,58,3
YEL,97b,BRT,62,3
YEL,97b,BRT,71,4
YEL,97b,BRT,70,4
YEL,97b,BRT,57,2
YEL,97b,BRT,79,6
YEL,97b,BRT,64,3
YEL,97b,BRT,45,1
YEL,97b,BRT,74,5
YEL,97b,BRT,69,5
YEL,97b,BRT,58,3
YEL,97b,BRT,66,3
YEL,97b,BRT,61,3
YEL,97b,BRT,64,3
YEL,97b,BRT,65,4
YEL,97b,BRT,40,1
YEL,97b,BRT,63,4
YEL,97b,BRT,73,5
YEL,97b,BRT,62,2
YEL,97b,BRT,73,5
YEL,97b,BRT,70,5
YEL,97b,BRT,75,5
YEL,97b,BRT,63,4
YEL,97b,BRT,47,1
YEL,97b,BRT,64,3
YEL,97b,BRT,62,3
YEL,97b,BRT,36,1
YEL,97b,BRT,59,3
YEL,97b,BRT,70,4
YEL,97b,BRT,70,4
YEL,97b,BRT,70,4
YEL,97b,BRT,38,1
YEL,97b,BRT,40,1
YEL,97b,BRT,74,5
YEL,97b,BRT,44,1
YEL,97b,BRT,64,3
YEL,97b,BRT,72,5
YEL,97b,BRT,45,1
YEL,97b,BRT,53,2
YEL,97b,BRT,260,177
YEL,97b,BRT,273,174
YEL,97b,BRT,178,62
YEL,97b,BRT,210,98
YEL,97b,BRT,178,62
YEL,97b,BRT,215,106
YEL,97b,BRT,168,54
YEL,97b,BRT,234,135
YEL,97b,BRT,214,97
YEL,97b,BRT,243,148
YEL,97b,BRT,244,146
YEL,97b,BRT,250,157
YEL,97b,BRT,166,49
YEL,97b,BRT,280,249
YEL,97b,BRT,245,149
YEL,97b,BRT,252,153
YEL,97b,BRT,254,164
YEL,97b,BRT,225,112
YEL,97b,BRT,255,172
YEL,97b,BRT,245,151
YEL,97b,BRT,228,133
YEL,97b,BRT,232,138
YEL,97b,BRT,255,169
YEL,97b,BRT,294,276
YEL,97b,BRT,242,147
YEL,97b,BRT,219,107
YEL,97b,BRT,270,193
YEL,97b,BRT,175,53
YEL,97b,BRT,218,104
YEL,97b,BRT,207,91
YEL,97b,BRT,174,59
YEL,118b,BRT,232,151
YEL,118b,BRT,56,1
YEL,118b,BRT,47,1
YEL,118b,BRT,70,3
YEL,118b,BRT,43,1
YEL,118b,BRT,45,1
YEL,118b,BRT,46,1
YEL,118b,BRT,42,1
YEL,118b,BRT,52,1
YEL,118b,BRT,43,1
YEL,118b,BRT,75,NA
YEL,118b,BRT,66,NA
YEL,118b,BRT,68,4
YEL,140,BRT,329,322
YEL,140,BRT,262,199
YEL,140,BRT,331,320
YEL,140,BRT,79,5
YEL,140,BRT,72,5
YEL,140,BRT,84,7
YEL,140,BRT,72,4
YEL,140,BRT,91,8
YEL,140,BRT,75,5
YEL,140,BRT,76,7
YEL,140,BRT,69,3
YEL,140,BRT,80,5
YEL,140,BRT,84,7
YEL,140,BRT,83,6
YEL,140,BRT,85,7
YEL,140,BRT,80,5
YEL,140,BRT,75,4
YEL,140,BRT,74,5
YEL,140,BRT,306,292
YEL,140,BRT,245,206
YEL,140,BRT,314,337
YEL,140,BRT,272,230
YEL,140,RBT,241,152
YEL,140,BRT,209,122
YEL,140,BRT,245,177
YEL,140,BRT,185,70
YEL,140,BRT,201,113
YEL,140,BRT,227,142
YEL,140,BRT,80,4
YEL,140,BRT,81,6
YEL,140,BRT,80,5
YEL,140,BRT,88,7
YEL,140,BRT,85,6
YEL,140,BRT,80,6
YEL,140,BRT,76,5
YEL,140,BRT,77,4
YEL,140,BRT,91,7
YEL,140,BRT,70,3
YEL,140,BRT,83,7
YEL,140,BRT,85,8
YEL,140,BRT,82,4
YEL,140,BRT,70,3
YEL,140,BRT,71,2
YEL,140,BRT,71,2
YEL,140,RBT,291,248
YEL,140,BRT,319,380
YEL,140,BRT,211,125
YEL,140,BRT,262,220
YEL,140,BRT,226,152
YEL,140,BRT,289,308
YEL,140,BRT,231,139
YEL,140,BRT,181,72
YEL,140,BRT,82,6
YEL,140,BRT,171,63
YEL,140,BRT,231,147
YEL,140,BRT,75,5
YEL,140,BRT,72,3
YEL,140,BRT,85,7
YEL,165,BRT,350,439
YEL,165,BRT,446,846
YEL,165,BRT,324,325
YEL,165,BRT,376,530
YEL,165,BRT,403,694
YEL,165,BRT,387,578
YEL,165,BRT,445,830
YEL,165,BRT,245,147
YEL,165,BRT,340,420
YEL,165,BRT,391,649
YEL,165,BRT,349,683
YEL,165,BRT,277,305
YEL,165,BRT,351,482
YEL,165,BRT,269,198
YEL,165,BRT,294,265
YEL,165,BRT,390,600
YEL,165,BRT,423,783
YEL,168,BRT,288,250
YEL,168,BRT,271,227
YEL,168,BRT,305,310
YEL,168,BRT,317,302
YEL,168,BRT,314,342
YEL,168,BRT,331,349
YEL,168,BRT,259,180
YEL,168,BRT,281,261
YEL,168,BRT,266,193
YEL,168,BRT,242,144
YEL,168,BRT,194,77
YEL,168,BRT,205,91
YEL,168,BRT,172,56
YEL,168,BRT,366,477
YEL,168,BRT,308,339
YEL,168,BRT,278,217
YEL,168,BRT,284,246
YEL,168,BRT,225,127
YEL,168,BRT,210,121
YEL,168,BRT,72,5
YEL,168,BRT,79,7
YEL,168,BRT,292,256
YEL,168,BRT,247,178
YEL,168,BRT,306,305
YEL,168,BRT,293,282
YEL,168,BRT,302,299
YEL,168,BRT,223,120
YEL,168,BRT,198,88
YEL,168,BRT,207,95
YEL,168,BRT,226,123
YEL,168,BRT,206,104
YEL,168,BRT,69,5
YEL,168,BRT,75,6
YEL,168,BRT,70,5
YEL,168,BRT,69,4
YEL,168,BRT,71,6
YEL,168,BRT,75,6
YEL,168,BRT,83,7
YEL,168,BRT,80,7
YEL,168,BRT,84,8
YEL,168,BRT,67,4
YEL,168,BRT,65,3
YEL,168,BRT,363,503
YEL,168,BRT,281,241
YEL,168,BRT,267,203
YEL,168,BRT,327,383
YEL,168,BRT,300,282
YEL,168,BRT,220,125
YEL,168,BRT,286,294
YEL,168,BRT,274,253
YEL,168,BRT,203,99
YEL,168,BRT,239,140
YEL,168,BRT,201,88
YEL,168,BRT,189,73
YEL,168,BRT,182,63
YEL,168,BRT,206,92
YEL,168,BRT,172,51
YEL,168,BRT,286,265
YEL,168,BRT,372,578
YEL,168,BRT,70,3
YEL,168,BRT,69,4
YEL,168,BRT,69,4
YEL,168,BRT,61,3
YEL,168,BRT,55,2
YEL,168,BRT,63,3
YEL,168,BRT,72,5
YEL,168,BRT,66,4
YEL,168,BRT,341,453
YEL,168,BRT,385,206
YEL,168,BRT,299,NA
YEL,168,BRT,292,266
YEL,168,BRT,329,NA
YEL,168,BRT,70,4
YEL,168,BRT,271,197
YEL,168,BRT,341,424
YEL,168,BRT,232,139
YEL,168,BRT,310,283
YEL,168,BRT,283,212
YEL,168,BRT,187,63
YEL,168,BRT,215,107
YEL,168,BRT,189,74
YEL,168,BRT,292,258
YEL,168,BRT,361,490
YEL,168,BRT,273,234
YEL,168,BRT,185,63
YEL,168,BRT,341,349
YEL,168,BRT,252,183
YEL,168,BRT,281,214
YEL,168,BRT,283,230
YEL,168,BRT,201,92
YEL,168,BRT,172,52
YEL,168,BRT,203,90
YEL,168,BRT,208,105
YEL,190,BRT,63,2
LMAQ,8,BRT,222,148
LMAQ,8,BRT,249,219
LMAQ,8,BRT,196,93
LMAQ,8,BRT,214,135
LMAQ,8,BRT,207,115
LMAQ,8,BRT,45,1
LMAQ,8,BRT,58,3
LMAQ,8,BRT,56,2
LMAQ,8,BRT,54,2
LMAQ,8,BRT,50,2
LMAQ,8,BRT,55,2
LMAQ,8,BRT,56,2
LMAQ,8,BRT,53,2
LMAQ,8,BRT,55,2
LMAQ,8,BRT,54,2
LMAQ,8,BRT,52,2
LMAQ,8,BRT,51,2
LMAQ,8,BRT,51,2
LMAQ,8,BRT,58,2
LMAQ,8,BRT,54,2
LMAQ,8,BRT,54,2
LMAQ,8,BRT,50,2
LMAQ,8,BRT,54,2
LMAQ,8,BRT,318,356
LMAQ,8,BRT,271,248
LMAQ,8,BRT,222,129
LMAQ,8,BRT,220,135
LMAQ,8,BRT,235,169
LMAQ,8,BRT,224,154
LMAQ,8,BRT,53,2
LMAQ,8,BRT,61,3
LMAQ,8,BRT,52,2
LMAQ,8,BRT,53,2
LMAQ,8,BRT,61,3
LMAQ,8,BRT,52,2
LMAQ,8,BRT,50,2
LMAQ,8,BRT,53,2
LMAQ,15,BRT,168,51
LMAQ,15,BRT,166,54
LMAQ,15,BRT,189,90
LMAQ,15,BRT,50,2
LMAQ,15,BRT,152,38
LMAQ,15,BRT,55,2
LMAQ,15,BRT,59,3
LMAQ,15,BRT,51,2
LMAQ,15,BRT,58,3
LMAQ,15,BRT,49,2
LMAQ,15,BRT,68,4
LMAQ,15,BRT,57,2
LMAQ,15,BRT,50,2
LMAQ,15,BRT,53,2
LMAQ,15,RBT,293,261
LMAQ,15,RBT,279,172
LMAQ,15,BRT,270,208
LMAQ,15,BRT,261,180
LMAQ,15,BRT,185,67
LMAQ,15,BRT,303,274
LMAQ,15,BRT,280,215
LMAQ,15,BRT,185,66
LMAQ,15,BRT,203,93
LMAQ,15,BRT,195,86
LMAQ,15,BRT,198,82
LMAQ,15,BRT,171,58
LMAQ,15,BRT,252,167
LMAQ,15,BRT,150,32
LMAQ,15,BRT,241,160
LMAQ,15,BRT,159,43
LMAQ,15,BRT,281,231
LMAQ,15,BRT,225,123
LMAQ,15,BRT,191,72
LMAQ,15,BRT,152,42
LMAQ,15,BRT,189,72
LMAQ,15,BRT,289,247
LMAQ,15,BRT,260,189
LMAQ,15,BRT,211,97
LMAQ,15,BRT,61,3
LMAQ,15,BRT,56,2
LMAQ,15,BRT,52,2
LMAQ,15,BRT,66,4
LMAQ,15,BRT,68,3
LMAQ,15,BRT,58,2
LMAQ,15,BRT,66,3
LMAQ,15,BKT,249,153
LMAQ,15,BRT,215,104
LMAQ,15,BRT,286,258
LMAQ,15,BRT,218,112
LMAQ,15,BRT,220,120
LMAQ,15,BRT,209,101
LMAQ,15,BRT,324,353
LMAQ,15,BRT,288,263
LMAQ,15,BRT,165,54
LMAQ,15,BRT,214,102
LMAQ,15,BRT,174,58
LMAQ,15,BRT,217,103
LMAQ,15,RBT,271,196
LMAQ,15,BRT,63,3
LMAQ,15,BRT,53,1
LMAQ,15,BRT,54,2
LMAQ,15,BRT,68,3
LMAQ,15,BRT,78,4
LMAQ,15,BRT,78,3
LMAQ,15,BRT,60,1
LMAQ,15,BRT,58,1
LMAQ,15,BRT,56,1
LMAQ,15,BRT,54,2
LMAQ,15,BRT,52,2
LMAQ,15,BRT,308,281
LMAQ,15,BRT,282,225
LMAQ,15,BRT,221,117
LMAQ,15,BRT,209,99
LMAQ,15,BRT,275,202
LMAQ,15,BRT,249,180
LMAQ,15,BRT,192,75
LMAQ,15,BRT,207,23
LMAQ,15,BRT,186,71
LMAQ,15,BRT,295,263
LMAQ,15,BRT,207,97
LMAQ,15,BRT,187,74
LMAQ,15,BRT,255,164
LMAQ,15,BRT,186,71
LMAQ,15,BRT,179,64
LMAQ,15,BRT,158,46
LMAQ,15,BRT,171,55
LMAQ,15,BRT,171,56
LMAQ,15,BRT,159,46
LMAQ,20,BRT,56,2
LMAQ,20,BRT,57,2
LMAQ,20,BRT,61,3
LMAQ,20,BRT,62,3
LMAQ,20,BRT,61,2
LMAQ,20,BRT,61,2
LMAQ,20,BRT,65,3
LMAQ,20,BRT,71,4
LMAQ,20,BRT,55,2
LMAQ,20,BRT,60,2
LMAQ,20,BRT,56,2
LMAQ,20,BRT,53,2
LMAQ,20,BRT,54,2
LMAQ,20,BRT,59,2
LMAQ,20,BRT,63,3
LMAQ,23,BRT,82,5
LMAQ,23,BRT,170,53
LMAQ,23,BRT,87,7
LMAQ,23,BRT,213,113
LMAQ,23,BRT,175,60
LMAQ,23,BRT,73,3
LMAQ,23,BRT,87,6
LMAQ,23,BRT,75,4
LMAQ,23,BRT,70,3
LMAQ,23,BRT,91,6
LMAQ,23,BRT,83,4
LMAQ,23,BRT,97,8
LMAQ,23,BRT,183,68
LMAQ,23,BRT,200,85
LMAQ,23,BRT,69,4
LMAQ,23,BRT,203,96
LMAQ,23,BRT,198,87
LMAQ,23,BRT,81,7
LMAQ,23,BRT,89,9
LMAQ,23,BRT,78,5
LMAQ,23,BRT,95,10
LMAQ,23,BRT,84,6
LMAQ,26,BRT,239,147
LMAQ,26,BRT,250,189
LMAQ,26,BRT,313,325
LMAQ,26,BRT,197,86
LMAQ,26,BRT,213,116
LMAQ,26,BRT,267,238
LMAQ,26,BRT,211,107
LMAQ,26,BRT,274,259
LMAQ,26,BRT,242,165
LMAQ,26,BRT,245,189
LMAQ,26,BRT,334,390
LMAQ,26,BRT,192,91
LMAQ,26,RBT,255,166
LMAQ,26,BRT,312,326
LMAQ,26,BRT,202,106
LMAQ,26,BRT,175,78
LMAQ,26,BRT,205,110
LMAQ,26,BRT,239,162
LMAQ,26,BRT,179,74
LMAQ,26,BRT,52,1
LMAQ,26,BRT,62,1
LMAQ,26,BRT,48,2
LMAQ,26,BRT,54,2
LMAQ,26,BRT,54,2
LMAQ,26,BRT,57,3
LMAQ,26,BRT,59,3
LMAQ,26,BRT,57,2
LMAQ,26,BRT,52,2
LMAQ,26,BRT,52,2
LMAQ,26,BRT,52,2
LMAQ,26,BRT,37,1
LMAQ,26,BRT,45,1
