FID,OBJECTID,HUC8,Site,Xcoord,Ycoord,YrSmpld,RASTERVALU,grid_code,Shape_Leng,Sinuosity,Percent,Degrees,POLY_AREA,Avg_Percen,Count_1,Count_2
42,42,UPI,1,622858.235749999992549,4798728.269460000097752,2018,296.441101074000017,3,1309.007124949999934,1.236330016330000,0.487275817236000,0.004872719607020,9.132698267400000,25.290774249700000,0,5
43,50,YEL,125,625016.784293000004254,4793899.697329999879003,2019,332.721679687999995,3,1481.091597319999892,1.140497223730000,0.314468000000000,0.003145000000000,3.258332428700000,12.318616622900000,0,6
44,47,YEL,29,623900.116161999991164,4793833.684430000372231,2018,340.772277831999986,3,877.542275472000028,1.035058546390000,2.521941578730000,0.025214071151400,3.802868179320000,18.333977342800001,0,3
45,46,UPI,28,596108.810922999982722,4794832.967179999686778,2019,268.602935790999993,3,580.058042780000051,1.120231630450000,0.900719000000000,0.009007000000000,24.213137269200001,11.855584137699999,3,17
46,45,UPI,8,585063.434468999970704,4795710.333990000188351,2018,338.434478759999990,4,523.246791761000054,1.072477412020000,12.593604188400001,0.125276529360000,25.237293326800000,15.035988002700000,5,19
47,51,YEL,154,628510.814571000053547,4793708.749610000289977,2019,312.947937012000011,4,1773.482850439999993,2.232399370340000,0.684765322314000,0.006847546196520,14.223382385200001,18.852341343399999,1,12
48,53,UPI,11,605640.747388000017963,4792396.933980000205338,2018,289.087463378999985,1,2363.324389200000041,1.271248664480000,7.238101992840000,0.072255014101100,1.810147838520000,7.238101992840000,0,2
49,44,YEL,178,639155.361802999977954,4795013.884829999879003,2018,215.352813720999990,4,546.354707757000028,1.220451118660000,1.437846419980000,0.014377473453700,7.072526487950000,18.041813260400001,1,1
50,49,YEL,201,635444.242888999986462,4794230.499029999598861,2018,236.125335693000011,3,1413.631195180000077,1.448012069420000,5.254543386930000,0.052497154114500,8.581964953170001,10.727968471900001,0,7
51,48,YEL,82,638363.356755999964662,4793514.746240000240505,2018,237.771194457999997,3,882.304869619999977,1.262795337460000,0.057551760109800,0.000575517537557,5.562623939160000,10.248440920000000,1,0
52,56,YEL,150,645761.170457000029273,4789130.837039999663830,2018,260.645019531000003,2,740.076208171999951,1.108816667160000,0.036468874153700,0.000364688725369,2.871860239060000,8.037607961220001,0,0
53,55,YEL,77,624764.498514999984764,4789210.302969999611378,2018,333.928222656000003,3,390.013764252999977,1.149715914120000,9.822878294170000,0.097914666440700,7.767884735640000,24.310259191200000,1,11
54,59,UPI,84,588903.675908999983221,4788524.622299999929965,2018,338.619293212999992,1,2557.807250070000009,1.132958175260000,1.168465096820000,0.011684119239100,2.323046875010000,1.168465096820000,1,1
55,57,YEL,54,626870.955254000029527,4788967.083779999986291,2019,316.538848877000021,4,1160.577627070000062,1.994914386310000,0.326449192250000,0.003264480326110,12.265237157400000,12.111612969599999,2,37
56,54,UPI,151,608586.195068000000902,4790951.435229999944568,2019,281.376556396000012,2,661.843843080000056,1.092140270210000,4.051528889450000,0.040493142240400,4.975585565670000,9.022992622549999,0,6
57,65,YEL,118118,636014.325199999962933,4787168.540110000409186,2019,270.825012206999986,2,2131.768218889999844,1.477589675110000,3.327334425910000,0.033261073264900,4.196270009350000,15.698316362100000,0,1
58,64,YEL,118,635584.022402000031434,4786988.668600000441074,2019,273.477325439000026,3,1709.013948860000028,1.692180036520000,0.903898151443000,0.009038735355300,8.001415513350000,5.790385392620000,1,5
59,60,YEL,203,620182.425261999946088,4787545.238599999807775,2018,345.087860106999983,4,407.835431740999979,1.173374637020000,22.805964363099999,0.224224740015000,28.407136392200002,16.336903618699999,1,38
60,58,UPI,36,589390.184109000023454,4788416.867499999701977,2018,334.405853271000012,3,859.585639229999970,1.252909711280000,1.454956320310000,0.014548536668800,2.779332501750000,10.393755654800000,0,2
61,63,YEL,106,628062.017829000018537,4787123.527700000442564,2019,305.349578856999983,2,922.118595452000022,1.183888572320000,4.442682001760000,0.044397625551400,4.264084929860000,16.565443183999999,0,6
62,67,UPI,32,609596.874492999981157,4786234.730619999580085,2018,346.347595215000013,2,1085.658328160000110,1.274403674460000,16.071281152099999,0.159350203829000,3.998695308020000,14.017237459400000,1,3
63,70,YEL,119,650258.511764000053518,4786402.186769999563694,2018,197.698776245000005,4,1117.467572600000040,1.264800747180000,0.591644455563000,0.005916375523380,20.120320758700000,26.985357328999999,0,15
64,66,YEL,58,628693.334436999983154,4786635.868599999696016,2019,302.121459961000028,4,305.413508706000016,1.137649511020000,2.093479210230000,0.020931734573700,11.913519835900001,15.566591692699999,0,4
65,52,UPI,123,606312.881484000012279,4793132.079509999603033,2018,268.198516846000018,4,436.919014263000008,1.322772612710000,0.163439000522000,0.001634388549940,22.530572866400000,17.908866384500001,3,20
66,61,UPI,27,608155.901523999986239,4787618.952850000001490,2018,332.604644774999997,3,740.021531416000016,1.296663346170000,21.532545673100000,0.212087216394000,6.837455739360000,14.634984466600001,0,4
67,69,UPI,3232,609452.566198999993503,4785924.814740000292659,2018,345.842590331999986,2,559.512434082000027,1.266175899120000,0.959905133078000,0.009598756522500,5.339739291840000,8.421976168640001,1,6
68,73,YEL,105,624501.049039999954402,4785143.523550000041723,2018,324.522888184000010,3,2181.594316140000046,1.357956037470000,2.742784272000000,0.027420967957000,5.877937781980000,6.551956823490000,0,3
69,71,YEL,190,632269.499273000052199,4786008.587270000018179,2019,294.103149413999972,3,1154.723055500000100,1.076352609330000,3.264894956140000,0.032637356216800,4.540692884710000,8.625858304010000,0,4
70,75,UPI,16,607000.024668000056408,4784168.782340000383556,2018,354.144531250000000,2,662.559421074000056,1.122741120270000,0.370876228280000,0.003708745278370,3.284671760260000,6.738082291850000,0,2
71,68,UPI,48,592842.015004000044428,4786417.477160000242293,2018,338.525939940999990,2,554.644680609000034,1.086580310130000,0.429827000000000,0.004298000000000,5.490873570860000,12.910985273400000,0,3
72,78,YEL,109,610568.119476999971084,4782792.039830000139773,2019,355.553833008000026,2,713.841405389999977,1.102839003800000,3.017653445480000,0.030167379638500,1.514701734850000,7.811087357290000,0,1
73,72,UPI,108,605375.923316000029445,4785175.701899999752641,2018,338.003601074000017,3,89.684244579899996,0.999999985798000,33.986153032499999,0.327614380285000,7.161082329910000,8.660369624510000,0,4
74,76,UPI,128,604638.732015999965370,4784170.678869999945164,2018,350.073059081999986,3,1795.724369389999993,1.399232944880000,2.585861340240000,0.025852852105500,5.439889590160000,5.710268439250000,1,0
75,80,YEL,50,639037.412546999985352,4782725.983620000071824,2019,229.182983398000005,3,1134.950602789999948,1.159788904700000,1.054964648480000,0.010549255136500,5.709629270950000,23.651145293900001,0,2
76,83,YEL,42,626919.635696999961510,4781979.326349999755621,2019,305.134613037000008,3,1287.162859499999968,1.487453043110000,1.256556861930000,0.012564907341300,8.860020824539999,18.773268037899999,1,6
77,79,YEL,157,609143.794331999961287,4782704.099550000391901,2019,358.647430419999978,2,946.764717224000037,1.071209042310000,1.864639359480000,0.018644233003100,2.809206450610000,11.351979405600000,0,1
78,62,UPI,96,595823.760845000040717,4787549.825539999641478,2018,311.272399902000018,4,1312.765093830000069,2.057263208640000,0.337038889217000,0.003370376130260,20.392557626599999,7.931747605110000,2,18
79,77,YEL,33,625283.275437999982387,4782809.077949999831617,2018,309.213806152000018,2,629.508054011000013,1.097800397490000,19.631362636799999,0.193848470089000,3.578718516710000,13.971069336899999,0,6
80,81,YEL,193,624002.858153000008315,4781915.834649999625981,2018,263.329101562999995,4,1247.762383819999968,1.385806296640000,1.984641560050000,0.019843810512700,25.069231388500000,13.608263556300001,1,14
81,74,UPI,112,597554.224402999971062,4785373.790500000119209,2019,328.634887694999975,3,585.675193379000007,1.133257502500000,31.987924515700001,0.309593402566000,8.880461266330000,21.069059305000000,0,3
82,84,YEL,89,607997.127434000023641,4781055.475580000318587,2019,346.234710693000011,2,2210.319685840000147,1.150293655590000,0.545027628319000,0.005450222316400,2.039063129910000,7.223952861880000,0,2
83,88,YEL,173,609425.297074000001885,4780454.535040000453591,2019,333.882873534999987,2,1969.070563989999982,1.527005376800000,0.524885083095000,0.005248802629040,2.315036098910000,2.633311114690000,0,0
84,86,YEL,41,609710.444009999977425,4780101.577320000156760,2018,329.776000977000024,3,918.650120022999999,1.297712903390000,3.066819319780000,0.030658583752300,2.045536778380000,4.918032240310000,1,1
85,82,YEL,21,611163.261172999977134,4781353.223229999653995,2019,350.619201659999987,1,2745.095323989999997,1.248275879120000,0.913514400826000,0.009134889909120,1.875476227790000,0.913514400826000,1,0
86,85,YEL,204,618467.009513000026345,4779908.687359999865294,2018,275.269012450999981,1,649.792064247999974,1.313430276100000,0.918692766573000,0.009186669221020,0.464157599342000,0.918692766573000,0,0
87,87,YEL,202,605991.139328000019304,4780237.385999999940395,2018,350.201721190999990,2,780.193514265999966,1.119507908510000,9.835108425450001,0.098035797516800,1.245249923000000,43.494254397200002,0,1
88,91,YEL,85,615298.334631999954581,4779130.371480000205338,2019,316.749755859000004,3,2507.551425650000056,1.247857920320000,2.858451671640000,0.028576735303400,9.106585268810001,14.092860147700000,1,4
89,90,YEL,53,601421.587207000004128,4778813.653289999812841,2019,358.931579590000013,2,498.473799858000007,1.246226254600000,13.601478093200001,0.135185211129000,1.514244205280000,4.822153126290000,0,0
90,89,YEL,36,630274.943452000035904,4778692.024500000290573,2018,274.491790771000012,2,673.622628409999948,1.311446196230000,12.550929091800000,0.124856418748000,4.968267450810000,18.255844396499999,0,1
91,93,YEL,121,605799.987732999958098,4777757.682989999651909,2019,340.133026122999979,2,1181.126694179999959,1.108827696870000,1.075475504410000,0.010754340424200,0.930192977411000,4.022545859170000,0,0
92,94,YEL,9,606170.822491000057198,4777520.766210000030696,2019,336.265991211000028,4,585.390322848999972,1.103616676140000,5.179044779110000,0.051744217185000,0.729898588992000,4.936077609520000,0,0
93,92,YEL,101,602055.349830999970436,4778361.139809999614954,2018,354.804901122999979,3,777.060950298999956,1.123681193960000,4.182954323140000,0.041805172278600,5.622574416570000,10.274954234499999,3,3
94,96,YEL,56,633348.116034999955446,4777277.405290000140667,2018,231.461532592999987,3,713.977306500000054,1.158429871440000,2.491612915430000,0.024910974984300,10.237473189699999,24.582092921600001,2,2
95,95,YEL,153,605251.787745999987237,4777870.069629999808967,2019,340.953033446999996,4,1425.117656370000077,1.338964663650000,4.112474834550000,0.041101587835700,9.897958031949999,18.744463150100000,0,2
96,97,YEL,120,631513.961670999997295,4776624.632849999703467,2018,232.431610107000012,4,726.870703625000033,1.263315087240000,7.433783795710000,0.074201357071400,14.715985902400000,16.116630048299999,3,14
97,106,YEL,177,620846.551978999981657,4776021.548349999822676,2019,318.483032227000024,2,719.710403264999968,1.196286961600000,2.418460845910000,0.024179894958600,1.918630591470000,4.780770047050000,0,1
98,99,YEL,189,606171.114241000032052,4777315.516149999573827,2019,337.977691649999997,3,781.579993693000006,1.195729938590000,0.697310930293000,0.006972996285480,4.181896316280000,8.242515199710001,0,5
99,104,YEL,73,610930.787906000041403,4776301.349919999949634,2018,317.370819091999977,3,545.850271573999976,1.253540485790000,2.999795090650000,0.029988957605800,2.615755547070000,19.527440434300001,0,3
100,98,YEL,165,609244.619259999948554,4777208.189419999718666,2019,320.947631836000028,4,783.988572359000045,1.323674822340000,0.503282681676000,0.005032784324670,12.057238063200000,10.367183236300001,1,6
101,100,YEL,49,623397.990457999985665,4777127.992049999535084,2019,282.240539550999983,4,1531.325055239999983,2.191166798720000,2.515023408120000,0.025144933297800,6.498667356990000,25.243897059300000,0,4
102,107,YEL,37,611619.482202999992296,4775511.783819999545813,2019,331.358306884999990,1,3164.152492459999849,1.136423423440000,3.180331578810000,0.031792599793200,2.019592384950000,3.180331578810000,0,2
103,102,YEL,25,609079.904881000053138,4775692.724759999662638,2018,335.887115478999988,2,668.725870609000026,1.193230110890000,0.490758616982000,0.004907546771630,3.817245302050000,7.220602527980000,4,1
104,105,YEL,57,609984.809776999987662,4775209.142339999787509,2018,330.174072265999996,2,693.410351135000042,1.327132995600000,7.517743946530000,0.075036292325200,3.375632444560000,8.162325034140000,1,1
105,101,YEL,97,624780.047079000039957,4777177.203150000423193,2019,265.028991699000017,3,664.217830648000017,1.226901437630000,1.334152285400000,0.013340731358300,10.290591604899999,14.701484723100000,1,11
106,103,YEL,65,613051.098241999978200,4776106.936750000342727,2018,312.285125731999983,2,1350.954783579999912,1.050650844850000,5.253076248880000,0.052482523119200,4.813837223910000,7.768182694280000,1,3
107,109,YEL,169,619152.738440999994054,4774220.443769999779761,2019,332.578460693000011,2,1003.683075939999981,1.079011990050000,2.199598297330000,0.021992436613300,1.104198518890000,9.314688696199999,0,0
108,108,YEL,81,620882.613428000011481,4775908.433939999900758,2019,318.268341064000026,4,121.666509609000002,1.128337792320000,52.459132359599998,0.483126574216000,13.229893917600000,16.279990728000001,2,13
109,112,YEL,5,617438.878887000028044,4771835.831709999591112,2019,351.673126221000018,2,1026.367069270000002,1.266636248090000,6.342501919930000,0.063340176577700,1.445160038340000,3.935871933350000,1,10
110,115,YEL,129,620492.922773999976926,4771220.231909999623895,2018,333.491455078000001,3,1198.856546770000023,1.123541949740000,2.513857292280000,0.025133279507400,3.288890353920000,18.550923498700001,0,1
111,118,YEL,161,624113.536588000017218,4770468.960119999945164,2018,309.156738281000003,3,394.585387608000019,1.033053457720000,5.453065158190000,0.054476697176500,6.092519218500000,6.320382475650000,0,8
112,113,YEL,17,621841.071867999969982,4770733.782840000465512,2018,322.523254394999981,3,848.709583650000013,1.150529946810000,0.198101325164000,0.001981010660210,5.774562482370000,17.252070359499999,1,4
113,111,YEL,80,643342.975208000047132,4771880.851379999890924,2018,212.927001953000001,3,478.600183436000009,1.311716313680000,11.446742312000000,0.113971369559000,12.876670339700000,8.714795359869999,1,1
114,110,YEL,40,627166.940974000026472,4772479.915740000084043,2018,262.707946777000018,3,777.799234188000014,1.355126994830000,10.033575600600001,0.100001073117000,9.667716488550001,7.026112651720000,1,3
115,116,YEL,1,625611.080973000032827,4770069.296459999866784,2018,298.967102050999983,3,728.630403820999959,1.612474333720000,0.072211310733100,0.000722112981816,5.227849127960000,12.368203651400000,0,2
116,114,YEL,20,633531.592708999989554,4770662.200469999574125,2018,283.982055663999972,3,232.383948844999992,1.444471500590000,1.384666598540000,0.013845781146000,5.067116773490000,7.452211296710000,1,0
117,119,YEL,113,622463.518489000038244,4770251.644510000012815,2018,320.778442383000026,2,440.045866784999987,1.192810471350000,14.765618607000000,0.146596924641000,2.798218437910000,8.486432590540000,0,0
118,117,YEL,52,625892.698926000040956,4769759.919920000247657,2018,303.542755127000021,1,2209.620549230000051,1.272940748040000,5.990520980590000,0.059833704412800,1.814461597180000,5.990520980590000,1,0
119,120,YEL,24,632192.600834000040777,4770506.568339999765158,2019,309.253967284999987,3,748.308446804000027,1.290065687120000,1.251447193870000,0.012513818694600,6.976183097160000,14.949447338500001,1,3
120,121,YEL,4,638618.163215999957174,4768058.453300000168383,2018,274.218017578000001,3,1680.055001819999916,1.317565054310000,3.116723609780000,0.031157150059900,13.360155618300000,10.288571641000001,0,9
121,124,YEL,72,639947.077890999964438,4767137.516160000115633,2019,256.013763428000004,2,2348.575821450000149,1.174362598340000,0.297905441059000,0.002979045597830,1.608841695690000,4.944762178020000,0,0
122,123,YEL,28,639665.630985000054352,4767067.119169999845326,2019,255.845504761000001,3,231.875785395999998,1.050490789920000,47.164298128299997,0.440705749098000,3.186537553180000,11.717869169200000,0,2
123,126,YEL,44,635662.140316999983042,4764770.555049999617040,2019,308.568267821999996,3,767.838352232000034,1.101071795850000,22.066083460500000,0.217180544285000,12.949913828900000,14.883925448499999,3,8
124,122,YEL,140,640991.449295999947935,4766182.929039999842644,2019,246.157318115000010,3,1095.814325349999990,1.260382098060000,0.784227040857000,0.007842109644810,5.696623813130000,11.564045821200001,1,0
125,125,YEL,168,637729.758728999993764,4764873.556599999777973,2019,287.833801269999981,4,918.064418179999961,1.272204878070000,0.350989941905000,0.003509885005880,8.968939429350000,16.919167682499999,0,10
126,127,LMAQ,15,644815.347932999953628,4758931.027259999886155,2019,212.829925537000008,3,216.673658057000011,1.009539131920000,2.396797716800000,0.023963389169800,8.229503881790000,8.326719003470000,0,4
127,128,LMAQ,23,642362.023139000055380,4758386.950489999726415,2019,266.048187256000006,2,1107.067997299999888,1.203109664640000,7.369259931350000,0.073559633970800,2.223845811520000,2.961426364640000,0,0
128,129,LMAQ,26,647303.526063999976031,4757129.489950000308454,2019,196.931015015000014,3,3143.257100379999883,1.324905573620000,1.063016849150000,0.010629768113900,7.654967422420000,10.518681736700000,0,1
129,130,LMAQ,24,642820.292328999959864,4755594.704909999854863,2018,278.581817627000021,2,861.526146683999968,1.301643857790000,0.342229285476000,0.003422279494120,5.743620792960000,56.754470268900000,0,0
130,131,LMAQ,8,648199.590818000026047,4754809.400320000015199,2019,202.505966187000013,3,1507.846338589999959,1.222792693090000,1.805766756170000,0.018055705201400,1.662751966240000,3.856419377730000,0,0
131,132,LMAQ,20,648020.770536000025459,4754463.972799999639392,2019,211.771575928000004,2,1491.823275749999993,1.114475824150000,4.130943275440000,0.041285959025300,2.166673556530000,14.588439035800000,0,0
132,133,LMAQ,8,647939.276749999960884,4752925.816049999557436,2018,252.270355225000003,2,479.554317110999989,1.196545965370000,22.790211446499999,0.224074993943000,2.983362484160000,12.561066014500000,1,0
133,134,LMAQ,2828,645307.785537000047043,4751402.736229999922216,2018,286.887725830000022,2,929.102189818000056,1.347875246150000,4.030323197700000,0.040281431028700,5.430558907520000,12.351312020400000,3,5
134,136,LMAQ,9,650847.915063000051305,4748613.101660000160336,2019,280.849700928000004,2,833.129081358999997,1.085118544080000,4.409936061020000,0.044070806457800,1.909630102880000,36.360571488500000,1,0
135,135,LMAQ,5,644627.945699000032619,4749374.735550000332296,2018,292.484924315999990,2,1404.124786260000064,1.201379437110000,5.079779748280000,0.050754171852600,4.952553404830000,16.916150002399998,1,4
136,137,LMAQ,17,648059.491635999991558,4745626.690879999659956,2018,230.839279175000001,3,1236.221402180000041,1.204631095160000,8.089688694620000,0.080721105316900,7.565691435570000,20.939913831700000,0,2
137,138,LMAQ,22,653979.613110000034794,4739563.106250000186265,2019,216.622543334999989,2,2248.251568300000145,1.229905369550000,0.238329461238000,0.002383290099950,3.815557366770000,15.801676588199999,0,0
138,139,LMAQ,61,654697.074411000008695,4738207.757890000008047,2018,195.553909301999994,4,424.198806692000005,1.122426221440000,24.117900616299998,0.236659476102000,17.746815639400001,15.729804024200000,1,10
139,140,LMAQ,10,654977.253759999992326,4735400.370160000398755,2018,209.607467651000007,2,1826.136394659999951,1.154611680310000,0.285059366905000,0.002850585947890,3.272633593200000,2.455679382880000,0,1
