"newID","HUC8","site","mean_len","med_len","adult_count","RchLength","seg_length","adult_100m","pctSlope","pctRiffle","pctfines","avwid","MEANT","BrBnk","HAiFLS_for","HAiFLS_ag","BRT_100m"
"UPI_70","UPI","70",84.5,84.5,0,90,270,0,20.8567531668,12.5,46.5116279069767,3.37916666666667,18.287037037037,0.75,62.1048622,7.2748556,0.740740740740741
"UPI_73","UPI","73",252.183673469388,278,39,116,348,11.2068965517241,0.307057562111,29.1666666666667,16.6666666666667,3.05625,13.6711111111111,0.375,40.6795349,30.6348381,14.0804597701149
"UPI_78","UPI","78",205.666666666667,223,2,150,450,0.444444444444444,0.803609750771,20.8333333333333,76.5957446808511,3.93541666666667,19.4758796296296,1.16666666666667,74.7585602,9.3273573,0.666666666666667
"UPI_78b","UPI","78b",86,86,0,50,150,0,28.5848519792,29.1666666666667,44.1176470588235,1.91666666666667,10.3484722222222,1.54166666666667,93.3640213,0.1374996,0.666666666666667
"UPI_85","UPI","85",210.13,204.5,81,92,276,29.3478260869565,0.140089699702,54.1666666666667,0,3.5304347826087,17.6680787037037,0.625,57.5264244,7.2566895,36.231884057971
"UPI_86","UPI","86",163,186,9,90,270,3.33333333333333,4.90593066329,37.5,10,2.85833333333333,14.5513657407407,1.66666666666667,16.0228348,36.1588211,5.18518518518519
"YEL_1","YEL","1",296.458333333333,305.5,23,150,450,5.11111111111111,0.0722113107331,29.1666666666667,25,5.99583333333333,22.05375,0.916666666666667,3.7210562,62.5232162,5.33333333333333
"YEL_103","YEL","103",151.2,155,3,104,312,0.961538461538462,1.05908898939,33.3333333333333,13.8888888888889,2.60833333333333,17.9855324074074,0.5,94.6966782,0.2447607,1.6025641025641
"YEL_118b","YEL","118b",68.0769230769231,52,1,104,312,0.32051282051282,3.32733442591,37.5,45.6521739130435,2.58333333333333,16.6810185185185,0.833333333333333,11.4105396,44.4630585,4.16666666666667
"YEL_120","YEL","120",198.522727272727,215.5,29,150,450,6.44444444444444,7.43378379571,25,50,4.5125,18.6027178774929,1.20833333333333,41.5897789,23.1831112,9.77777777777778
"YEL_140","YEL","140",143.035714285714,84.5,21,100,300,7,0.784227040857,37.5,17.0212765957447,2.84583333333333,16.4059027777778,1.95833333333333,49.5317574,24.0528851,19.3333333333333
"YEL_161","YEL","161",389,391.5,8,108,324,2.46913580246914,5.45306515819,25,10.8108108108108,3.25,20.0139351851852,0.916666666666667,2.7802911,60.0718346,2.46913580246914
"YEL_165","YEL","165",356.470588235294,351,17,150,450,3.77777777777778,0.503282681676,25,25,5.71458333333333,21.8503009259259,1.25,3.9886549,75.5969696,3.77777777777778
"YEL_168","YEL","168",217.89247311828,226,71,150,450,15.7777777777778,0.350989941905,12.5,20,3.75,16.2077777777778,0.25,12.8519182,57.8468933,20.4444444444444
"YEL_17","YEL","17",390,390,1,80,240,0.416666666666667,0.198101325164,4.16666666666667,28,2.17708333333333,23.1765046296296,0.166666666666667,1.6840376,63.171627,0.416666666666667
"YEL_178","YEL","178",153.174698795181,168.5,88,150,450,19.5555555555556,1.43784641998,20.8333333333333,25,4.62916666666667,18.0572222222222,0.5,60.1216202,8.4783268,36.8888888888889
"YEL_190","YEL","190",63,63,0,84,252,0,3.26489495614,37.5,40.4255319148936,2.725,18.5170138888889,1.125,48.5575371,14.4992495,0.396825396825397
"YEL_193","YEL","193",243.155080213904,248,184,150,450,40.8888888888889,1.98464156005,41.6666666666667,17.7777777777778,7.5,19.7394212962963,0.791666666666667,16.8383675,51.7653847,41.5555555555556
"YEL_20","YEL","20",206.236111111111,207,64,150,450,14.2222222222222,1.38466659854,54.1666666666667,13.0434782608696,4.3875,20.9804166666667,0.708333333333333,19.3974342,54.3286362,16
"YEL_201","YEL","201",184.50495049505,193,73,120,360,20.2777777777778,5.25454338693,20.8333333333333,34.2105263157895,2.9125,18.2513425925926,0.625,55.9356232,1.5748994,28.0555555555556
"YEL_203","YEL","203",190,191,35,150,450,7.77777777777778,22.8059643631,45.8333333333333,12.7659574468085,6.43333333333333,13.3194907407407,1.45833333333333,5.0032735,70.7193222,8.22222222222222
"YEL_204","YEL","204",234.737179487179,236,150,150,450,33.3333333333333,0.918692766573,20.8333333333333,25,4.54583333333333,13.6253240740741,0.916666666666667,12.9460535,48.5094414,34.6666666666667
"YEL_24","YEL","24",296.461538461538,311,12,90,270,4.44444444444444,1.25144719387,29.1666666666667,6.25,3.45416666666667,18.6837268518519,0.833333333333333,9.9703712,59.9961166,4.44444444444444
"YEL_28","YEL","28",189.035398230089,211,71,100,300,23.6666666666667,47.1642981283,37.5,4.16666666666667,4.46875,16.9754398148148,0.583333333333333,14.0129747,61.4368019,37.6666666666667
"YEL_29","YEL","29",240,240,2,50,150,1.33333333333333,2.52194157873,25,20.6896551724138,2.65,23.3497453703704,0.166666666666667,11.331625,14.3307648,1.33333333333333
"YEL_4","YEL","4",201.054054054054,197,68,120,360,18.8888888888889,3.11672360978,50,11.4285714285714,2.4,13.3723842592593,0.166666666666667,8.1076403,68.2212372,20.8333333333333
"YEL_40","YEL","40",246.022988505747,233,87,150,450,19.3333333333333,10.0335756006,50,4.54545454545455,6.14583333333333,22.7101157407407,0.208333333333333,14.6147203,54.169342,19.1111111111111
"YEL_42","YEL","42",151.857142857143,77,6,150,450,1.33333333333333,1.25655686193,45.8333333333333,0,4.33541666666667,16.1628472222222,0.666666666666667,18.1296501,51.6090927,6.22222222222222
"YEL_49","YEL","49",289,303,5,146,438,1.14155251141552,2.51502340812,43.4782608695652,0,4.475,22.5975462962963,0.875,8.8935728,57.0665169,1.14155251141552
"YEL_50","YEL","50",88,88,0,60,180,0,1.05496464848,29.1666666666667,33.3333333333333,2.86458333333333,18.1644212962963,1.29166666666667,80.3038635,1.2287786,1.11111111111111
"YEL_52","YEL","52",140,140,0,50,150,0,5.99052098059,29.1666666666667,11.5384615384615,1.89166666666667,20.7306944444444,0.833333333333333,9.0536451,25.9506397,0.666666666666667
"YEL_56","YEL","56",219.058823529412,217,16,150,450,3.55555555555556,2.49161291543,33.3333333333333,0,3.07916666666667,18.6027178774929,0.833333333333333,51.2126541,21.1910534,3.77777777777778
"YEL_58","YEL","58",340.75,351,4,150,450,0.888888888888889,2.09347921023,16.6666666666667,72.9166666666667,6.86521739130435,22.1712268518519,3,21.3140755,24.9688797,0.888888888888889
"YEL_65","YEL","65",250.625,252,16,72,216,7.40740740740741,5.25307624888,37.5,2.77777777777778,1.79583333333333,20.635625,1,4.9131527,57.5511398,7.40740740740741
"YEL_72","YEL","72",95.3,72.5,3,60,180,1.66666666666667,0.297905441059,41.6666666666667,13.953488372093,2.425,17.3987037037037,0.958333333333333,39.1107292,34.1672859,11.1111111111111
"YEL_73","YEL","73",396,396,2,120,360,0.555555555555556,2.99979509065,8.33333333333333,29.6296296296296,2.91666666666667,20.9844444444444,0.416666666666667,1.6613392,56.1170578,0.555555555555556
"YEL_77","YEL","77",222.25,229.5,4,56,168,2.38095238095238,9.82287829417,45.8333333333333,6.45161290322581,2.8375,21.5436805555556,0.5,3.0320177,49.0854378,2.38095238095238
"YEL_81","YEL","81",295.8125,307,16,128,384,4.16666666666667,52.4591323596,20.8333333333333,17.0212765957447,3.73333333333333,19.6090740740741,0.916666666666667,0.3145927,66.5311279,4.16666666666667
"YEL_82","YEL","82",192,198,42,80,240,17.5,0.0575517601098,41.6666666666667,6.81818181818182,3.83333333333333,23.638587962963,0.208333333333333,61.8455505,16.2143326,23.3333333333333
"YEL_97b","YEL","97b",96.5845272206304,69,72,121,363,19.8347107438017,1.3341522854,50,4.16666666666667,3.46666666666667,13.9122685185185,0.333333333333333,13.8561373,50.0255165,96.1432506887052
