"HUC8","newID","BRT_100m","adult_100m","mean_len","med_len","pctSlope","HAiFLS_for","HAiFLS_ag","avwid","pctRiffle","pctfines","BrBnk","MEANT"
"YEL","YEL_50",1.11111111111111,0,88,88,1.05496464848,80.3038635,1.2287786,2.86458333333333,29.1666666666667,33.3333333333333,1.29166666666667,18.1644212962963
"YEL","YEL_52",0.666666666666667,0,140,140,5.99052098059,9.0536451,25.9506397,1.89166666666667,29.1666666666667,11.5384615384615,0.833333333333333,20.7306944444444
"YEL","YEL_56",3.77777777777778,3.55555555555556,219.058823529412,217,2.49161291543,51.2126541,21.1910534,3.07916666666667,33.3333333333333,0,0.833333333333333,18.6027178774929
"YEL","YEL_58",0.888888888888889,0.888888888888889,340.75,351,2.09347921023,21.3140755,24.9688797,6.86521739130435,16.6666666666667,72.9166666666667,3,22.1712268518519
"YEL","YEL_65",7.40740740740741,7.40740740740741,250.625,252,5.25307624888,4.9131527,57.5511398,1.79583333333333,37.5,2.77777777777778,1,20.635625
"YEL","YEL_72",11.1111111111111,1.66666666666667,95.3,72.5,0.297905441059,39.1107292,34.1672859,2.425,41.6666666666667,13.953488372093,0.958333333333333,17.3987037037037
"YEL","YEL_73",0.555555555555556,0.555555555555556,396,396,2.99979509065,1.6613392,56.1170578,2.91666666666667,8.33333333333333,29.6296296296296,0.416666666666667,20.9844444444444
"YEL","YEL_77",2.38095238095238,2.38095238095238,222.25,229.5,9.82287829417,3.0320177,49.0854378,2.8375,45.8333333333333,6.45161290322581,0.5,21.5436805555556
"YEL","YEL_81",4.16666666666667,4.16666666666667,295.8125,307,52.4591323596,0.3145927,66.5311279,3.73333333333333,20.8333333333333,17.0212765957447,0.916666666666667,19.6090740740741
"YEL","YEL_82",23.3333333333333,17.5,192,198,0.0575517601098,61.8455505,16.2143326,3.83333333333333,41.6666666666667,6.81818181818182,0.208333333333333,23.638587962963
"YEL","YEL_97b",96.1432506887052,19.8347107438017,96.5845272206304,69,1.3341522854,13.8561373,50.0255165,3.46666666666667,50,4.16666666666667,0.333333333333333,13.9122685185185
