"ch","freq","newID","avwid","pctfines","pctriffle","BrBank","MEANT","HAiFLS_ag","HAiFLS_for","pctSlope","BRT_100m","adult_100m","mean_len","med_len"
"000",1,"YEL_17",2.17708333333333,28,4.16666666666667,0.166666666666667,23.1765046296296,63.171627,1.6840376,0.198101325164,0.416666666666667,0.416666666666667,390,390
"000",1,"YEL_20",4.3875,13.0434782608696,54.1666666666667,0.708333333333333,20.9804166666667,54.3286362,19.3974342,1.38466659854,16,14.2222222222222,206.236111111111,207
"000",1,"YEL_25",0.970833333333334,12.5,20.8333333333333,0,18.6203009259259,69.1881485,0,0.490758616982,0,0,0,0
"000",1,"YEL_29",2.65,20.6896551724138,25,0.166666666666667,23.3497453703704,14.3307648,11.331625,2.52194157873,1.33333333333333,1.33333333333333,240,240
"000",1,"YEL_36",1.8625,10.7142857142857,29.1666666666667,0.75,18.6027178774929,27.0596352,34.5244102,12.5509290918,0,0,0,0
"000",1,"YEL_39",0.9125,100,0,0.541666666666667,20.3731712962963,0,2.6882932,1.69511532678,0,0,0,0
"001",1,"YEL_40",6.14583333333333,4.54545454545455,50,0.208333333333333,22.7101157407407,54.169342,14.6147203,10.0335756006,19.1111111111111,19.3333333333333,246.022988505747,233
"111",1,"YEL_41",2.97826086956522,8.8235294117647,37.5,1.70833333333333,21.8590509259259,60.5837097,8.23351,3.06681931978,0,0,0,0
"000",1,"YEL_52",1.89166666666667,11.5384615384615,29.1666666666667,0.833333333333333,20.7306944444444,25.9506397,9.0536451,5.99052098059,0.666666666666667,0,140,140
"111",1,"YEL_56",3.07916666666667,0,33.3333333333333,0.833333333333333,18.6027178774929,21.1910534,51.2126541,2.49161291543,3.77777777777778,3.55555555555556,219.058823529412,217
"000",1,"YEL_57",1.39583333333333,37.5,16.6666666666667,0.333333333333333,23.8886111111111,55.5800171,0.6838439,7.51774394653,0,0,0,0
"110",1,"YEL_65",1.79583333333333,2.77777777777778,37.5,1,20.635625,57.5511398,4.9131527,5.25307624888,7.40740740740741,7.40740740740741,250.625,252
"010",1,"YEL_73",2.91666666666667,29.6296296296296,8.33333333333333,0.416666666666667,20.9844444444444,56.1170578,1.6613392,2.99979509065,0.555555555555556,0.555555555555556,396,396
"111",1,"YEL_77",2.8375,6.45161290322581,45.8333333333333,0.5,21.5436805555556,49.0854378,3.0320177,9.82287829417,2.38095238095238,2.38095238095238,222.25,229.5
"000",1,"YEL_80",3.35833333333333,32.3529411764706,16.6666666666667,0.666666666666667,18.6027178774929,9.9651756,83.5687485,11.446742312,0,0,0,0
"000",1,"YEL_82",3.83333333333333,6.81818181818182,41.6666666666667,0.208333333333333,23.638587962963,16.2143326,61.8455505,0.0575517601098,23.3333333333333,17.5,192,198
"000",1,"YEL_101",2.09583333333333,20.6896551724138,33.3333333333333,1.39130434782609,20.3228009259259,82.560585,0.0014899,4.18295432314,0,0,0,0
"000",1,"YEL_103",2.60833333333333,13.8888888888889,33.3333333333333,0.5,17.9855324074074,0.2447607,94.6966782,1.05908898939,1.6025641025641,0.961538461538462,151.2,155
"000",1,"YEL_105",2.54166666666667,0,66.6666666666667,0,16.532662037037,39.5021591,22.97715,2.742784272,0,0,0,0
"000",1,"YEL_113",1.32916666666667,24,25,1.66666666666667,24.0832407407407,77.4987411,3.8025002,14.765618607,0,0,0,0
"111",1,"YEL_119",2.9625,91.4893617021277,8.33333333333333,0.833333333333333,19.9325462962963,7.8624406,69.4409866,0.591644455563,0,0,0,0
"111",1,"YEL_120",4.5125,50,25,1.20833333333333,18.6027178774929,23.1831112,41.5897789,7.43378379571,9.77777777777778,6.44444444444444,198.522727272727,215.5
"000",1,"YEL_129",1.225,8,8.33333333333333,0.0416666666666667,18.5566666666667,47.2624512,3.297807,2.51385729228,0,0,0,0
"000",1,"YEL_150",1.82083333333333,20,41.6666666666667,0.583333333333333,18.4219444444444,0.3048012,59.7135811,0.0364688741537,0,0,0,0
"100",1,"YEL_161",3.25,10.8108108108108,25,0.916666666666667,20.0139351851852,60.0718346,2.7802911,5.45306515819,2.46913580246914,2.46913580246914,389,391.5
"111",1,"YEL_178",4.62916666666667,25,20.8333333333333,0.5,18.0572222222222,8.4783268,60.1216202,1.43784641998,36.8888888888889,19.5555555555556,153.174698795181,168.5
"000",1,"YEL_193",7.5,17.7777777777778,41.6666666666667,0.791666666666667,19.7394212962963,51.7653847,16.8383675,1.98464156005,41.5555555555556,40.8888888888889,243.155080213904,248
"000",1,"YEL_201",2.9125,34.2105263157895,20.8333333333333,0.625,18.2513425925926,1.5748994,55.9356232,5.25454338693,28.0555555555556,20.2777777777778,184.50495049505,193
"000",1,"YEL_202",1.41666666666667,45.8333333333333,12.5,0.583333333333333,17.9342592592593,63.9317741,1.5149685,9.83510842545,0,0,0,0
"000",1,"YEL_203",6.43333333333333,12.7659574468085,45.8333333333333,1.45833333333333,13.3194907407407,70.7193222,5.0032735,22.8059643631,8.22222222222222,7.77777777777778,190,191
"000",1,"YEL_204",4.54583333333333,25,20.8333333333333,0.916666666666667,13.6253240740741,48.5094414,12.9460535,0.918692766573,34.6666666666667,33.3333333333333,234.737179487179,236
"000",1,"LMAQ_5",2.88333333333333,19.4444444444444,20.8333333333333,1.25,20.3291666666667,43.5317421,47.939209,5.07977974828,0.56980056980057,0.284900284900285,162,162
"000",1,"LMAQ_48",2.89166666666667,12.5,66.6666666666667,1.125,18.6027178774929,8.8205366,85.8652039,22.7902114465,0,0,0,0
"000",1,"LMAQ_10",2.9,22.2222222222222,50,1.33333333333333,16.9863425925926,28.8709984,64.7364883,0.285059366905,0,0,0,0
"100",1,"LMAQ_17",4.8,16.6666666666667,41.6666666666667,0.416666666666667,18.6027178774929,24.2044353,59.9917831,8.08968869462,1,0,136.333333333333,137
"000",1,"LMAQ_28b",1.90833333333333,61.7647058823529,8.33333333333333,0.416666666666667,19.20675,61.1167183,1.7467092,4.0303231977,0,0,0,0
"000",1,"LMAQ_24",3.47916666666667,7.5,29.1666666666667,0.833333333333333,18.2475462962963,26.0424576,58.1847878,0.342229285476,9.33333333333333,7.33333333333333,196.892857142857,208
"111",1,"LMAQ_61",5.6375,19.5652173913043,25,0.625,22.6255555555556,18.4975433,44.912468,24.1179006163,0.303030303030303,0.303030303030303,225,225
"000",1,"UPI_23",2.01875,86.8421052631579,8.33333333333333,0.458333333333333,15.4986574074074,58.2827911,3.3422244,0.905339807104,0,0,0,0
"000",1,"UPI_25",3.74375,46.8085106382979,4.16666666666667,0.0833333333333333,14.487662037037,82.6107407,0.3393331,3.81534015703,0,0,0,0
"011",1,"UPI_28",5.3875,10.6382978723404,41.6666666666667,0.625,18.1602546296296,39.621933,12.1601791,0.900719,0.666666666666667,0.666666666666667,245,252
"000",1,"UPI_70",3.37916666666667,46.5116279069767,12.5,0.75,18.287037037037,7.2748556,62.1048622,20.8567531668,0.740740740740741,0,84.5,84.5
"000",1,"UPI_73",3.05625,16.6666666666667,29.1666666666667,0.375,13.6711111111111,30.6348381,40.6795349,0.307057562111,14.0804597701149,11.2068965517241,252.183673469388,278
"000",1,"UPI_78",3.93541666666667,76.5957446808511,20.8333333333333,1.16666666666667,19.4758796296296,9.3273573,74.7585602,0.803609750771,0.666666666666667,0.444444444444444,205.666666666667,223
"000",1,"UPI_78b",1.91666666666667,44.1176470588235,29.1666666666667,1.54166666666667,10.3484722222222,0.1374996,93.3640213,28.5848519792,0.666666666666667,0,86,86
"101",1,"UPI_112",3.3875,31.25,20.8333333333333,1.79166666666667,22.7942361111111,53.7620773,3.1159301,31.9879245157,0,0,0,0
"000",1,"UPI_151",3.91875,8.33333333333333,70.8333333333333,0.791666666666667,20.6827083333333,57.4563255,13.1353903,4.05152888945,10,6,195.6,252
"000",1,"UPI_153",11.2083333333333,75,4.16666666666667,0.25,9.75951388888889,0.118678,99.8813248,0.351385945649,0,0,0,0
"000",1,"UPI_165",4.45,42.5531914893617,16.6666666666667,0.375,18.6027178774929,89.50991,1.911236,5.71324151221368,0,0,0,0
"000",1,"YEL_5",1.575,62.2222222222222,20.8333333333333,0.708333333333333,21.1086111111111,17.8876019,0,6.34250191993,0,0,0,0
"110",1,"YEL_9",5.74583333333333,29.1666666666667,50,0.875,20.6140277777778,86.8638382,1.7673345,5.17904477911,0,0,0,0
"000",1,"YEL_21",1.40208333333333,43.5897435897436,25,1.08333333333333,18.8737731481481,23.0188427,67.9425278,0.913514400826,0,0,0,0
"000",1,"YEL_24",3.45416666666667,6.25,29.1666666666667,0.833333333333333,18.6837268518519,59.9961166,9.9703712,1.25144719387,4.44444444444444,4.44444444444444,296.461538461538,311
"000",1,"YEL_28",4.46875,4.16666666666667,37.5,0.583333333333333,16.9754398148148,61.4368019,14.0129747,47.1642981283,37.6666666666667,23.6666666666667,189.035398230089,211
"000",1,"YEL_37",0.81875,73.9130434782609,4.16666666666667,0.625,16.9736111111111,36.4289551,0.2349563,3.18033157881,0,0,0,0
"000",1,"YEL_42",4.33541666666667,0,45.8333333333333,0.666666666666667,16.1628472222222,51.6090927,18.1296501,1.25655686193,6.22222222222222,1.33333333333333,151.857142857143,77
"000",1,"YEL_44",1.81666666666667,56.0975609756098,8.33333333333333,0.625,18.2315046296296,74.5891647,4.1289063,22.0660834605,0,0,0,0
"111",1,"YEL_49",4.475,0,43.4782608695652,0.875,22.5975462962963,57.0665169,8.8935728,2.51502340812,1.14155251141552,1.14155251141552,289,303
"111",1,"YEL_50",2.86458333333333,33.3333333333333,29.1666666666667,1.29166666666667,18.1644212962963,1.2287786,80.3038635,1.05496464848,1.11111111111111,0,88,88
"000",1,"YEL_53",1.07083333333333,50,20.8333333333333,0.916666666666667,18.2474768518519,86.7958527,0.0009706,13.6014780932,0,0,0,0
"111",1,"YEL_54",6.35416666666667,50,4.16666666666667,1.91666666666667,21.7840740740741,27.8593655,8.2976236,0.32644919225,0,0,0,0
"111",1,"YEL_58",6.86521739130435,72.9166666666667,16.6666666666667,3,22.1712268518519,24.9688797,21.3140755,2.09347921023,0.888888888888889,0.888888888888889,340.75,351
"000",1,"YEL_72",2.425,13.953488372093,41.6666666666667,0.958333333333333,17.3987037037037,34.1672859,39.1107292,0.297905441059,11.1111111111111,1.66666666666667,95.3,72.5
"000",1,"YEL_81",3.73333333333333,17.0212765957447,20.8333333333333,0.916666666666667,19.6090740740741,66.5311279,0.3145927,52.4591323596,4.16666666666667,4.16666666666667,295.8125,307
"000",1,"YEL_85",3.18125,52.1739130434783,16.6666666666667,1.16666666666667,22.76,76.9622269,7.4326973,2.85845167164,0,0,0,0
"000",1,"YEL_89",1.15833333333333,37.5,33.3333333333333,0.0833333333333333,17.7875462962963,25.9095554,4.64e-05,0.545027628319,0,0,0,0
"000",1,"YEL_97b",3.46666666666667,4.16666666666667,50,0.333333333333333,13.9122685185185,50.0255165,13.8561373,1.3341522854,96.1432506887052,19.8347107438017,96.5845272206304,69
"000",1,"YEL_106",3.03125,57.4468085106383,33.3333333333333,1.875,17.4660185185185,32.1077843,15.5419941,4.44268200176,0,0,0,0
"000",1,"YEL_109",1.85,79.1666666666667,8.33333333333333,1.5,15.1001157407407,90.923172,0.2115441,3.01765344548,0,0,0,0
"110",1,"YEL_118",3.54782608695652,51.1111111111111,37.5,1.54166666666667,18.9690740740741,16.6326027,17.2362919,0.903898151443,0,0,0,0
"011",1,"YEL_118b",2.58333333333333,45.6521739130435,37.5,0.833333333333333,16.6810185185185,44.4630585,11.4105396,3.32733442591,4.16666666666667,0.32051282051282,68.0769230769231,52
"000",1,"YEL_121",1.55625,34.4827586206897,37.5,1.08333333333333,18.4859722222222,77.1578064,1.9770584,1.07547550441,0,0,0,0
"100",1,"YEL_125",1.59375,82.9787234042553,20.8333333333333,0.916666666666667,23.9355787037037,15.3360529,8.0859833,0.314468,0,0,0,0
"000",1,"YEL_140",2.84583333333333,17.0212765957447,37.5,1.95833333333333,16.4059027777778,24.0528851,49.5317574,0.784227040857,19.3333333333333,7,143.035714285714,84.5
"010",1,"YEL_153",4.8,12.7659574468085,41.6666666666667,0.75,20.4574768518519,89.5698166,1.710794,4.11247483455,0,0,0,0
"111",1,"YEL_154",3.42916666666667,25,20.8333333333333,1.45833333333333,22.5996759259259,35.6825027,13.6225748,0.684765322314,0,0,0,0
"000",1,"YEL_157",2.47083333333333,36.9565217391304,45.8333333333333,1.5,15.4660648148148,74.2523575,2.9230087,1.86463935948,0,0,0,0
"101",1,"YEL_165",5.71458333333333,25,25,1.25,21.8503009259259,75.5969696,3.9886549,0.503282681676,3.77777777777778,3.77777777777778,356.470588235294,351
"000",1,"YEL_168",3.75,20,12.5,0.25,16.2077777777778,57.8468933,12.8519182,0.350989941905,20.4444444444444,15.7777777777778,217.89247311828,226
"000",1,"YEL_169",1.15,33.3333333333333,8.33333333333333,0.0833333333333333,16.625462962963,20.8233967,1.2734195,2.19959829733,0,0,0,0
"000",1,"YEL_173",2.05416666666667,59.5744680851064,8.33333333333333,1.125,18.9626157407407,67.231926,5.4718719,0.524885083095,0,0,0,0
"000",1,"YEL_177",1.0125,21.7391304347826,29.1666666666667,0.625,22.2182175925926,55.1665878,2.9596531,2.41846084591,0,0,0,0
"000",1,"YEL_189",2.19583333333333,60.8695652173913,30.4347826086957,2.08333333333333,17.0592824074074,81.4621582,2.1779046,0.697310930293,0,0,0,0
"000",1,"YEL_190",2.725,40.4255319148936,37.5,1.125,18.5170138888889,14.4992495,48.5575371,3.26489495614,0.396825396825397,0,63,63
"000",1,"LMAQ_8",3.22916666666667,4.34782608695652,45.8333333333333,1.95833333333333,15.3623148148148,4.0455251,90.1195068,1.80576675617,12.3333333333333,3.66666666666667,107.378378378378,55
"000",1,"LMAQ_9",2.08125,24.390243902439,20.8333333333333,0.333333333333333,16.3311111111111,0.0982303,98.6817856,4.40993606102,0,0,0,0
"000",1,"LMAQ_15",2.90625,32.6086956521739,20.8333333333333,1,16.4618981481481,9.3395329,61.2558517,2.3967977168,30.4347826086957,19.2028985507246,164.333333333333,182
"000",1,"LMAQ_20",2.41458333333333,0,66.6666666666667,0.541666666666667,16.2021296296296,0.4987997,98.6865692,4.13094327544,7.8125,0,59.6,60
"000",1,"LMAQ_22",2.24375,20,37.5,1.25,16.8316435185185,3.9416044,53.7632866,0.238329461238,0,0,0,0
"000",1,"LMAQ_23",1.70625,12.8205128205128,50,0.208333333333333,14.7113194444444,12.8322458,70.4950867,7.36925993135,13.0952380952381,4.16666666666667,117.409090909091,88
"000",1,"LMAQ_26",2.89166666666667,15.2173913043478,41.6666666666667,0.541666666666667,16.9257407407407,5.6442242,74.9590683,1.06301684915,13.7777777777778,8,160.322580645161,192
