"uid","HUC8","Site","Year","JD","temp","ph","do","t1_eff","t2_eff","t3_eff","effsec","t1_avwid","t2_avwid","t3_avwid","avwid","sdwid","t1_avdep","t2_avdep","t3_avdep","avdep","sdDep","t1_maxdep","t2_maxdep","t3_maxdep","maxdep","W/D","pctclay","pctsilt","pctsand","pctfines","pctgrvl","pctcbbl","pctbldr","pctrock","subprop","t1_flow","t2_flow","t3_flow","mFlow","sdFlow","t1_maxflow","t2_maxflow","t3_maxflow","maxflow","pctRiffle","pctrun","t1_pctslow","t2_pctslow","t3_pctslow","pctslow","machabprop","AVembed","pctEmb1","t1_LWD","t2_LWD","t3_LWD","LWD","FWD","t1_under","t2_under","t3_under","under","t1_boulder","t2_boulder","t3_boulder","boulder","t1_depool","t2_depool","t3_depool","depool","bnkahz%","bnkamd%","bnkavr%","Avbnka","bnkbare%","AvChnlOpen%","chshdSD%","AvChnlShd%","RchLength"
11,"UPI","26",2018,18137,18.9,8.88,10.58,2375,2435,2405,7215,6.0125,4.925,6.25,5.72916666666667,1.83598786740963,0.248125,0.33875,0.2575,0.281458333333333,0.228845293680504,0.54,1.5,0.48,1.5,20.3552923760178,0,20.8333333333333,0,20.8333333333333,0,77.0833333333333,2.08333333333333,79.1666666666667,77.0833333333333,0.335625,0.4625,0.330625,0.37625,0.335404646055693,0.72,1.34,1.2,1.34,29.1666666666667,0.35,0,25,25,16.6666666666667,29.1666666666667,0.833333333333333,16.6666666666667,0.125,0.25,0.125,0.166666666666667,0.541666666666667,0,0,0.5,0.166666666666667,1,0,0,0.333333333333333,0.75,1.25,1,1,50,41.6666666666667,8.33333333333333,21.8333333333333,0.916666666666667,41.5165165165165,14.4837895155294,58.4834834834835,150
12,"UPI","27",2018,18142,10.9,10.2,12.7,1643,1896,1770,5309,3.95,3.89625,4.2875,4.04458333333333,0.77086049697536,0.359375,0.312307692307692,0.48375,0.39,0.146411623979668,0.62,0.48,0.72,0.72,10.3707264957265,0,29.1666666666667,4.16666666666667,33.3333333333333,4.16666666666667,62.5,0,66.6666666666667,62.5,0.416666666666667,0.574,0.216,0.407291666666667,0.325234707939093,1.15,1.46,0.4,1.46,16.6666666666667,0.714285714285714,0,0,12.5,4.16666666666667,62.5,1.16666666666667,33.3333333333333,0.125,0.125,1,0.416666666666667,0.708333333333333,1,0.75,0.5,0.75,0.5,1.25,0,0.583333333333333,0.75,0.25,2.5,1.16666666666667,12.5,54.1666666666667,33.3333333333333,40.625,1.29166666666667,35.2852852852853,13.8294601577201,64.7147147147147,120
13,"UPI","29",2018,18151,14.2,9.43,10.97,334,333,217,884,1.575,1.7625,1.1625,1.5,0.546928180644049,0.27,0.157777777777778,0.128888888888889,0.182307692307692,0.130638667853211,0.68,0.28,0.18,0.68,8.22784810126582,0,19.2307692307692,0,19.2307692307692,7.69230769230769,73.0769230769231,0,80.7692307692308,73.0769230769231,0.095,0.09875,0.196666666666667,0.128846153846154,0.120808175984142,0.28,0.31,0.49,0.49,29.1666666666667,0.333333333333333,37.5,12.5,0,16.6666666666667,33.3333333333333,1.75,58.3333333333333,0.375,0.125,0,0.166666666666667,0.208333333333333,0,0,0,0,0.5,0,0.25,0.25,2,0,0,0.666666666666667,8.33333333333333,75,16.6666666666667,37.5,0.583333333333333,52.027027027027,13.4780967094427,47.972972972973,50
14,"UPI","32",2018,18142,15.3,8.32,10.88,400,396,435,1231,1.875,1.8125,2.0375,1.90833333333333,0.529081785957413,0.2975,0.305,0.2675,0.29,0.113750298614037,0.5,0.56,0.38,0.56,6.58045977011494,0,16.6666666666667,0,16.6666666666667,20.8333333333333,62.5,0,83.3333333333333,62.5,0.4125,0.47625,0.4,0.429583333333333,0.226091154503947,0.99,0.95,0.83,0.99,20.8333333333333,0.791666666666667,0,0,0,0,79.1666666666667,1.41666666666667,41.6666666666667,0.625,0.125,0.375,0.375,0.291666666666667,1.25,1,2,1.41666666666667,0.25,0,0,0.0833333333333333,0,0,0.25,0.0833333333333333,4.16666666666667,45.8333333333333,50,50.625,0.291666666666667,58.3333333333333,15.8943004840977,41.6666666666667,50
15,"UPI","34",2018,18213,13.9,8.39,12.09,1054,701,1411,3166,2.5125,2.95,4.325,3.2625,1.43672710791183,0.27,0.183333333333333,0.448333333333333,0.300555555555556,0.182286186992471,0.68,0.36,0.84,0.84,10.854898336414,0,8.57142857142857,5.71428571428571,14.2857142857143,2.85714285714286,77.1428571428572,5.71428571428571,85.7142857142857,77.1428571428572,0.12,0.138181818181818,0.0954545454545455,0.116666666666667,0.132944671628034,0.53,0.57,0.28,0.57,16.6666666666667,0.333333333333333,12.5,25,12.5,16.6666666666667,33.3333333333333,1.08333333333333,25,0.25,0.375,0.125,0.25,0.541666666666667,0,0.25,1,0.416666666666667,1.25,0.75,0.5,0.833333333333333,0.5,0.5,2.25,1.08333333333333,8.33333333333333,62.5,29.1666666666667,42.9166666666667,1.04166666666667,28.1531531531532,13.1960491923043,71.8468468468468,150
16,"UPI","35",2018,18157,12.2,8.45,12.21,2124,1764,1950,5838,8.2875,3.9125,5.575,5.925,2.70173052432824,0.415625,0.333333333333333,0.28875,0.347045454545455,0.271906101657159,1.5,0.78,0.58,1.5,17.0726915520629,0,13.6363636363636,0,13.6363636363636,6.81818181818182,75,4.54545454545455,86.3636363636364,75,0.115466666666667,0.311666666666667,0.19,0.195727272727273,0.189877606066151,0.55,0.65,0.5,0.65,29.1666666666667,0.375,37.5,12.5,0,16.6666666666667,37.5,1.16666666666667,25,0,0.25,0,0.0833333333333333,0.5,0.75,0,0.25,0.333333333333333,0.5,0.75,1.5,0.916666666666667,1,1,0.25,0.75,25,66.6666666666667,4.16666666666667,28.1304347826087,0.625,71.939586645469,14.0043601562802,28.060413354531,150
17,"UPI","36",2018,18148,19.7,8.72,11.66,360,280,190,830,2.3375,2.8875,1.9,2.375,0.901327523349769,0.245454545454545,0.275,0.229090909090909,0.250588235294118,0.135332165463029,0.5,0.62,0.48,0.62,9.47769953051643,0,11.7647058823529,47.0588235294118,58.8235294117647,23.5294117647059,17.6470588235294,0,41.1764705882353,47.0588235294118,0.323,0.270909090909091,0.332,0.311764705882353,0.19618282426033,0.64,0.83,0.64,0.83,12.5,0.791666666666667,0,25,0,8.33333333333333,79.1666666666667,0.5,25,0,0,0,0,0.666666666666667,0.25,0.5,1,0.583333333333333,0.25,0,0,0.0833333333333333,0,0.5,0,0.166666666666667,4.16666666666667,58.3333333333333,37.5,46.875,0.916666666666667,89.1141141141141,10.3495648248365,10.8858858858859,50
18,"UPI","38",2018,18155,11.8,8.55,10.5,891,471,525,1887,2.6625,2.325,2.025,2.3375,0.526524701101064,0.353333333333333,0.471666666666667,0.390769230769231,0.404864864864865,0.154139576387795,0.56,0.7,0.58,0.7,5.77353137516689,0,43.2432432432432,0,43.2432432432432,18.9189189189189,37.8378378378378,0,56.7567567567568,43.2432432432432,0.224545454545455,0.17,0.295,0.238108108108108,0.125716564758407,0.35,0.29,0.55,0.55,8.33333333333333,0.833333333333333,0,25,0,8.33333333333333,83.3333333333333,0.333333333333333,16.6666666666667,0.125,0.125,0,0.0833333333333333,0.416666666666667,2.5,2.75,1,2.08333333333333,0,0,0,0,0.75,2,0.75,1.16666666666667,0,75,25,46.6666666666667,0.833333333333333,95.0305143853531,2.84132333245794,4.9694856146469,91
19,"UPI","41",2018,18145,21.7,8.92,15.05,260,208,391,859,2.85,2.125,3.1875,2.72083333333333,0.927820806662238,0.271666666666667,0.14,0.34,0.253714285714286,0.145016950617459,0.4,0.24,0.76,0.76,10.7240052552553,0,60,0,60,0,40,0,40,60,0.0727272727272727,0.207,0.0781818181818182,0.108857142857143,0.158406985670594,0.3,0.56,0.57,0.57,16.6666666666667,0.291666666666667,50,25,37.5,37.5,37.5,0.75,25,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.75,0.5,2,1.08333333333333,8.33333333333333,75,16.6666666666667,38.9583333333333,1.70833333333333,57.5075075075075,14.6319776941407,42.4924924924925,50
20,"UPI","48",2018,18156,15,8.58,14.08,698,603,658,1959,4.0625,3.5125,2.8125,3.4625,1.04997411976387,0.18,0.26,0.218571428571429,0.220444444444444,0.133177181289294,0.44,0.54,0.66,0.66,15.7069052419355,0,11.1111111111111,0,11.1111111111111,6.66666666666667,82.2222222222222,0,88.8888888888889,82.2222222222222,0.276666666666667,0.15375,0.278571428571429,0.233555555555556,0.20471882663741,0.61,0.62,0.76,0.76,41.6666666666667,0.458333333333333,0,12.5,12.5,8.33333333333333,45.8333333333333,1.66666666666667,50,0.625,0.75,0.125,0.5,0.166666666666667,0,0.5,0.25,0.25,0,0.25,0,0.0833333333333333,1,1,0.25,0.75,16.6666666666667,33.3333333333333,50,45.625,1.08333333333333,33.9339339339339,17.048576722236,66.0660660660661,125
21,"UPI","57",2018,18166,14.3,7.91,8.19,188,119,97,404,0.9125,1.025,0.9125,0.95,0.300723764622445,0.2325,0.22125,0.1925,0.215416666666667,0.0840279025431263,0.36,0.36,0.3,0.36,4.41005802707931,0,54.1666666666667,20.8333333333333,75,12.5,12.5,0,25,54.1666666666667,0.1175,0.11,0.18375,0.137083333333333,0.0954385377756472,0.25,0.25,0.37,0.37,8.33333333333333,0.583333333333333,12.5,25,25,20.8333333333333,58.3333333333333,0.416666666666667,8.33333333333333,0,0,0.375,0.125,0.458333333333333,2,1.75,1.5,1.75,0.25,0,0,0.0833333333333333,0,0.25,0.5,0.25,4.16666666666667,45.8333333333333,50,48.9166666666667,0.25,85.5855855855856,10.3426155768112,14.4144144144144,50
22,"UPI","61",2018,18183,16.2,8.78,11.76,380,166,166,712,2.6625,2.1375,1.95,2.25,1.02320893357082,0.294545454545455,0.0911111111111111,0.16625,0.1925,0.210125623801044,0.8,0.16,0.6,0.8,11.6883116883117,0,16.6666666666667,0,16.6666666666667,8.33333333333333,75,0,83.3333333333333,75,0.0818181818181818,0.288888888888889,0.18875,0.178928571428571,0.15009476724203,0.36,0.53,0.39,0.53,66.6666666666667,0.0833333333333333,25,0,12.5,12.5,66.6666666666667,0.5,25,0.375,0.375,0.125,0.291666666666667,0.416666666666667,0,0,0,0,0.5,0.25,0.75,0.5,2,0,0.25,0.75,33.3333333333333,62.5,4.16666666666667,25.625,0.333333333333333,10.1801801801802,7.21914759192683,89.8198198198198,50
23,"UPI","75",2018,18169,16.1,8.03,11.66,338,237,310,885,1.5875,1.5125,2,1.7,0.499565028190832,0.2775,0.22625,0.37,0.29125,0.124806371771567,0.5,0.5,0.5,0.5,5.83690987124463,0,20.8333333333333,0,20.8333333333333,0,79.1666666666667,0,79.1666666666667,79.1666666666667,0.43875,0.5075,0.26875,0.405,0.25901149882146,0.79,0.96,0.58,0.96,12.5,0.791666666666667,0,0,0,0,79.1666666666667,1.33333333333333,33.3333333333333,0,0,0.75,0.25,0.625,0.5,0.25,0.25,0.333333333333333,0,0,0,0,0.25,0.5,0.25,0.333333333333333,0,95.8333333333333,4.16666666666667,41.6666666666667,0.208333333333333,97.972972972973,2.59807621135332,2.02702702702703,50
24,"UPI","84",2018,18198,15.6,7.99,10.52,122,141,167,430,1.9,2.2375,2.2125,2.11666666666667,0.355902608401044,0.245454545454545,0.145833333333333,0.106666666666667,0.163714285714286,0.0981021590661763,0.48,0.26,0.2,0.48,12.9290285049447,0,65.7142857142857,17.1428571428571,82.8571428571428,0,17.1428571428571,0,17.1428571428571,65.7142857142857,0.196363636363636,0.166363636363636,0.281818181818182,0.209428571428571,0.125649907121589,0.56,0.38,0.46,0.56,8.33333333333333,0.75,12.5,12.5,0,8.33333333333333,75,0.25,8.33333333333333,1,0.5,0.875,0.791666666666667,1.83333333333333,1,0.5,0.25,0.583333333333333,0.5,0,0,0.166666666666667,1,0.25,0.25,0.5,20.8333333333333,50,29.1666666666667,36.6666666666667,0.791666666666667,35.472972972973,13.6668699171878,64.527027027027,55
25,"UPI","85",2018,18176,15.9,8.11,11.78,949,490,427,1866,2.8625,3.575,4.24285714285714,3.5304347826087,1.07425863764429,0.353,0.237857142857143,0.165454545454545,0.248,0.160216764930221,0.68,0.54,0.3,0.68,14.2356241234222,0,0,0,0,5.71428571428571,94.2857142857143,0,100,94.2857142857143,0.238888888888889,0.167692307692308,0.273,0.204,0.181370598823644,0.54,0.48,0.67,0.67,54.1666666666667,0.130434782608696,25,12.5,0,12.5,54.1666666666667,1,33.3333333333333,0.25,0.25,0.142857142857143,0.217391304347826,0.652173913043478,1,0.5,0.75,0.75,1,0.25,1,0.75,1.5,0.5,0,0.666666666666667,33.3333333333333,50,16.6666666666667,30.4166666666667,0.625,8.91891891891892,4.73541317426837,91.0810810810811,92
26,"UPI","86",2018,18208,15.6,8.39,11.56,448,475,545,1468,2.675,3.1375,2.7625,2.85833333333333,0.840246685654647,0.2225,0.25,0.198333333333333,0.223611111111111,0.122267920749657,0.54,0.56,0.44,0.56,12.7826086956522,3.33333333333333,0,6.66666666666667,10,0,90,0,90,90,0.255833333333333,0.236666666666667,0.203333333333333,0.231944444444444,0.225652317191666,0.72,0.92,0.46,0.92,37.5,0.333333333333333,12.5,12.5,12.5,12.5,37.5,1.75,58.3333333333333,0,0,0,0,0.375,0,0,0,0,0.25,0,1,0.416666666666667,0.75,0.5,0.75,0.666666666666667,33.3333333333333,54.1666666666667,12.5,29.1666666666667,1.66666666666667,64.2642642642643,16.0305264348298,35.7357357357357,90
27,"UPI","93",2018,18213,15.7,8.54,11.63,441,310,488,1239,1.4,1.5625,1.9375,1.63333333333333,0.748137784721194,0.122222222222222,0.13,0.268,0.175172413793103,0.144978340492029,0.28,0.2,0.68,0.68,9.3241469816273,0,14.8148148148148,7.40740740740741,22.2222222222222,11.1111111111111,66.6666666666667,0,77.7777777777778,66.6666666666667,0.231111111111111,0.139,0.147,0.170344827586207,0.161455052538308,0.5,0.26,0.56,0.56,29.1666666666667,0.458333333333333,0,0,50,16.6666666666667,45.8333333333333,1.33333333333333,50,0,0.125,0,0.0416666666666667,0.541666666666667,0,0,0.5,0.166666666666667,0,0,0,0,0,0,1.5,0.5,37.5,62.5,0,23.125,0.0454545454545455,34.4594594594595,14.0655930941752,65.5405405405405,50
28,"UPI","96",2018,18149,17.6,8.47,8.81,2146,1481,969,4596,5.1,4.775,4.6375,4.8375,1.22183486395773,0.345,0.219375,0.27875,0.281041666666667,0.145926819073201,0.84,0.39,0.42,0.84,17.2127501853225,0,19.1489361702128,2.12765957446809,21.2765957446809,0,74.468085106383,4.25531914893617,78.7234042553191,74.468085106383,0.26,0.356,0.276,0.291875,0.234317989520152,0.89,0.89,0.53,0.89,33.3333333333333,0.458333333333333,12.5,0,0,4.16666666666667,45.8333333333333,1,41.6666666666667,0,0,0.875,0.291666666666667,0.625,0,0,0,0,0.25,0.5,0.25,0.333333333333333,0.5,0,0.5,0.333333333333333,8.33333333333333,66.6666666666667,25,42.5,1.79166666666667,40.015015015015,14.5833945576946,59.984984984985,150
29,"UPI","108",2018,18205,17.7,7.97,12.27,1076,737,511,2324,3.425,2.5875,2.8875,2.96666666666667,1.06390039852,0.301538461538462,0.488333333333333,0.294166666666667,0.35972972972973,0.282965314781458,1.3,1.2,0.78,1.3,8.24693213122965,0,8.10810810810811,2.7027027027027,10.8108108108108,8.10810810810811,81.0810810810811,0,89.1891891891892,81.0810810810811,0.319166666666667,0.204545454545455,0.270909090909091,0.25972972972973,0.24537371142455,0.84,0.67,1.01,1.01,25,0.391304347826087,12.5,37.5,0,16.6666666666667,37.5,1.41666666666667,41.6666666666667,0,0.25,0,0.0833333333333333,0.0416666666666667,1.25,1.75,0.25,1.08333333333333,0.25,0,0,0.0833333333333333,0.5,1.75,0.5,0.916666666666667,16.6666666666667,79.1666666666667,4.16666666666667,33.5416666666667,0.916666666666667,100,0,0,150
30,"UPI","109",2018,18183,13.6,8.95,11.36,931,261,262,1454,3.75,4.3375,3.225,3.77083333333333,1.40479896957804,0.279090909090909,0.14,0.2725,0.229310344827586,0.191943649366213,0.8,0.24,0.66,0.8,16.4442355889724,0,0,0,0,3.57142857142857,92.8571428571429,3.57142857142857,100,92.8571428571429,0.315,0.194,0.22,0.237241379310345,0.193167147305202,0.71,0.45,0.64,0.71,33.3333333333333,0.5,12.5,0,12.5,8.33333333333333,50,1.08333333333333,25,0,0,0,0,0.25,0.25,0,0,0.0833333333333333,0.75,0.25,0,0.333333333333333,1,0,0.75,0.583333333333333,37.5,41.6666666666667,20.8333333333333,33.5416666666667,0.625,53.3783783783784,12.8804946666323,46.6216216216216,92
31,"UPI","117",2018,18219,12.4,7.84,12.06,1038,593,480,2111,3.95,3.45,3.1625,3.52083333333333,0.954157569097818,0.288571428571429,0.231538461538462,0.204,0.240714285714286,0.137652671022836,0.7,0.48,0.46,0.7,14.6266073194857,0,12.1951219512195,9.75609756097561,21.9512195121951,0,73.1707317073171,4.8780487804878,78.0487804878049,73.1707317073171,0.124615384615385,0.265,0.164285714285714,0.187619047619048,0.165585576192413,0.6,0.52,0.29,0.6,29.1666666666667,0.333333333333333,37.5,12.5,12.5,20.8333333333333,33.3333333333333,1.25,33.3333333333333,0,0.125,0.125,0.0833333333333333,0.583333333333333,0.25,0.25,0.5,0.333333333333333,0.25,0.25,0.75,0.416666666666667,0.75,0.75,0.75,0.75,37.5,50,12.5,27.9166666666667,0.291666666666667,67.329093799682,11.0298977908362,32.670906200318,90
32,"UPI","118",2018,18191,20,8.5,12.23,1323,1277,1233,3833,5.5875,5.3625,5.3625,5.4375,0.82820523606379,0.390666666666667,0.319375,0.343333333333333,0.350434782608696,0.12379115965096,0.62,0.56,0.59,0.62,15.5164392059553,2.17391304347826,10.8695652173913,8.69565217391304,21.7391304347826,2.17391304347826,76.0869565217391,0,78.2608695652174,76.0869565217391,0.276666666666667,0.463125,0.33875,0.361276595744681,0.241585496804796,0.6,1.04,0.91,1.04,16.6666666666667,0.772727272727273,0,0,0,0,70.8333333333333,1.1,8.33333333333333,0,0.625,0.285714285714286,0.318181818181818,0.434782608695652,0,0,0,0,0,0,0,0,1.5,0.5,0,0.666666666666667,0,45.8333333333333,50,50.8695652173913,1.16666666666667,38.4384384384384,14.6582226775108,61.5615615615616,150
