"uid","HUC8","Site","Order","SegLen","elev_m","RchLen","effsec","t1_eff","t2_eff","t3_eff","pH","DO","temp","avgT","sdT","MAXT","MEANT","RNGT","avwid","sdwid","t1_avwid","t2_avwid","t3_avwid","avdep","t1_avdep","t2_avdep","t3_avdep","maxdep","t1_maxdep","t2_maxdep","t3_maxdep","sdDep","WidDep","mFlow","sdFlow","t1_flow","t2_flow","t3_flow","maxflow","t1_maxflow","t2_maxflow","t3_maxflow","pctRiffle","pctrun","pctslow","machabprop","pctclay","pctsilt","pctsand","pctfines","pctgrvl","pctcbbl","pctbldr","pctrock","subprop","pctEmb1","LWD","t1_LWD","t2_LWD","t3_LWD","FWD","under","t1_under","t2_under","t3_under","boulder","depool","pctVertbnk","Avbnka","pctBrBnk","pctShade","pctShadeSD","Sinuosity","pctSlope","CatArea_km2","HAiFLS_alt","HAiFLS_nat","HAiFLS_ag","HAiFLS_dev","HAiFLS_for"
12,"UPI","27",3,740.021531416,332.604644775,120,5309,1643,1896,1770,10.2,12.7,10.9,17.02872997998,2.70428371561547,24.6411111111111,21.5668518518519,8.78888888888889,4.04458333333333,0.77086049697536,3.95,3.89625,4.2875,0.39,0.359375,0.312307692307692,0.48375,0.72,0.62,0.48,0.72,0.146411623979668,10.3707264957265,0.407291666666667,0.325234707939093,0.416666666666667,0.574,0.216,1.46,1.15,1.46,0.4,16.6666666666667,0.714285714285714,4.16666666666667,62.5,0,29.1666666666667,4.16666666666667,33.3333333333333,4.16666666666667,62.5,0,66.6666666666667,62.5,33.3333333333333,0.416666666666667,0.125,0.125,1,0.708333333333333,0.75,1,0.75,0.5,0.583333333333333,1.16666666666667,33.3333333333333,40.625,1.29166666666667,64.7147147147147,13.8294601577201,1.29666334617,21.5325456731,6.83745573936,92.6484375,7.2487516,67.0242691,3.5147047,3.1386724
14,"UPI","32",2,1085.65832816,346.347595215,50,1231,400,396,435,8.32,10.88,15.3,13.7694744744745,1.65604216120682,20.3288888888889,16.6847222222222,7.44611111111111,1.90833333333333,0.529081785957413,1.875,1.8125,2.0375,0.29,0.2975,0.305,0.2675,0.56,0.5,0.56,0.38,0.113750298614037,6.58045977011494,0.429583333333333,0.226091154503947,0.4125,0.47625,0.4,0.99,0.99,0.95,0.83,20.8333333333333,0.791666666666667,0,79.1666666666667,0,16.6666666666667,0,16.6666666666667,20.8333333333333,62.5,0,83.3333333333333,62.5,41.6666666666667,0.375,0.625,0.125,0.375,0.291666666666667,1.41666666666667,1.25,1,2,0.0833333333333333,0.0833333333333333,50,50.625,0.291666666666667,41.6666666666667,15.8943004840977,1.27440367446,16.0712811521,3.99869530802,95.1725464,4.8272815,89.9392395,2.2456043,0
15,"UPI","34",3,333.091772835,275.348327637,150,3166,1054,701,1411,8.39,12.09,13.9,12.900777027027,1.40155822478327,20.615,16.6888657407407,7.82777777777778,3.2625,1.43672710791183,2.5125,2.95,4.325,0.300555555555556,0.27,0.183333333333333,0.448333333333333,0.84,0.68,0.36,0.84,0.182286186992471,10.854898336414,0.116666666666667,0.132944671628034,0.12,0.138181818181818,0.0954545454545455,0.57,0.53,0.57,0.28,16.6666666666667,0.333333333333333,16.6666666666667,33.3333333333333,0,8.57142857142857,5.71428571428571,14.2857142857143,2.85714285714286,77.1428571428572,5.71428571428571,85.7142857142857,77.1428571428572,25,0.25,0.25,0.375,0.125,0.541666666666667,0.416666666666667,0,0.25,1,0.833333333333333,1.08333333333333,29.1666666666667,42.9166666666667,1.04166666666667,71.8468468468468,13.1960491923043,1.12403704979,13.6326989144,5.64815626478,63.3477173,36.2947655,13.2846823,0.3131506,35.5497017
16,"UPI","35",3,1246.18054544,251.998901367,150,5838,2124,1764,1950,8.45,12.21,12.2,14.3813607357357,1.4703248960873,20.9961111111111,17.2473611111111,7.05388888888889,5.925,2.70173052432824,8.2875,3.9125,5.575,0.347045454545455,0.415625,0.333333333333333,0.28875,1.5,1.5,0.78,0.58,0.271906101657159,17.0726915520629,0.195727272727273,0.189877606066151,0.115466666666667,0.311666666666667,0.19,0.65,0.55,0.65,0.5,29.1666666666667,0.375,16.6666666666667,37.5,0,13.6363636363636,0,13.6363636363636,6.81818181818182,75,4.54545454545455,86.3636363636364,75,25,0.0833333333333333,0,0.25,0,0.5,0.333333333333333,0.75,0,0.25,0.916666666666667,0.75,4.16666666666667,28.1304347826087,0.625,28.060413354531,14.0043601562802,1.9714159288,5.25571002239,14.8796878862,81.0025711,18.997427,34.4313202,5.8393698,18.2874947
17,"UPI","36",3,859.58563923,334.405853271,50,830,360,280,190,8.72,11.66,19.7,15.6311918168168,1.46016678496371,20.3288888888889,18.2514351851852,4.665,2.375,0.901327523349769,2.3375,2.8875,1.9,0.250588235294118,0.245454545454545,0.275,0.229090909090909,0.62,0.5,0.62,0.48,0.135332165463029,9.47769953051643,0.311764705882353,0.19618282426033,0.323,0.270909090909091,0.332,0.83,0.64,0.83,0.64,12.5,0.791666666666667,8.33333333333333,79.1666666666667,0,11.7647058823529,47.0588235294118,58.8235294117647,23.5294117647059,17.6470588235294,0,41.1764705882353,47.0588235294118,25,0,0,0,0,0.666666666666667,0.583333333333333,0.25,0.5,1,0.0833333333333333,0.166666666666667,37.5,46.875,0.916666666666667,10.8858858858859,10.3495648248365,1.25290971128,1.45495632031,2.77933250175,90.6212006,9.3787985,68.5173645,1.0149901,8.3160257
18,"UPI","38",3,1419.12214136,374.19241333,91,1887,891,471,525,8.55,10.5,11.8,15.8816266266266,1.63650579709205,21.1872222222222,18.6836111111111,4.855,2.3375,0.526524701101064,2.6625,2.325,2.025,0.404864864864865,0.353333333333333,0.471666666666667,0.390769230769231,0.7,0.56,0.7,0.58,0.154139576387795,5.77353137516689,0.238108108108108,0.125716564758407,0.224545454545455,0.17,0.295,0.55,0.35,0.29,0.55,8.33333333333333,0.833333333333333,8.33333333333333,83.3333333333333,0,43.2432432432432,0,43.2432432432432,18.9189189189189,37.8378378378378,0,56.7567567567568,43.2432432432432,16.6666666666667,0.0833333333333333,0.125,0.125,0,0.416666666666667,2.08333333333333,2.5,2.75,1,0,1.16666666666667,25,46.6666666666667,0.833333333333333,4.9694856146469,2.84132333245794,1.57985314481,0.902388834814,6.03918779314,92.5337143,7.4058247,56.7960014,4.4644709,4.9718437
19,"UPI","41",3,2654.92001983,355.294311523,50,859,260,208,391,8.92,15.05,21.7,15.5809804699623,1.9148070024993,21.5423760683761,18.5942517094017,6.76002307692308,2.72083333333333,0.927820806662238,2.85,2.125,3.1875,0.253714285714286,0.271666666666667,0.14,0.34,0.76,0.4,0.24,0.76,0.145016950617459,10.7240052552553,0.108857142857143,0.158406985670594,0.0727272727272727,0.207,0.0781818181818182,0.57,0.3,0.56,0.57,16.6666666666667,0.291666666666667,37.5,37.5,0,60,0,60,0,40,0,40,60,25,0,0,0,0,0.125,0,0,0,0,0,1.08333333333333,16.6666666666667,38.9583333333333,1.70833333333333,42.4924924924925,14.6319776941407,1.70798885903,0.216719197188,18.5190095963,73.6208496,26.3791542,57.2280502,3.6246607,11.0559187
20,"UPI","48",2,554.644680609,338.525939941,125,1959,698,603,658,8.58,14.08,15,16.1247053303303,1.94460355562918,21.2822222222222,18.699537037037,5.92333333333333,3.4625,1.04997411976387,4.0625,3.5125,2.8125,0.220444444444444,0.18,0.26,0.218571428571429,0.66,0.44,0.54,0.66,0.133177181289294,15.7069052419355,0.233555555555556,0.20471882663741,0.276666666666667,0.15375,0.278571428571429,0.76,0.61,0.62,0.76,41.6666666666667,0.458333333333333,8.33333333333333,45.8333333333333,0,11.1111111111111,0,11.1111111111111,6.66666666666667,82.2222222222222,0,88.8888888888889,82.2222222222222,50,0.5,0.625,0.75,0.125,0.166666666666667,0.25,0,0.5,0.25,0.0833333333333333,0.75,50,45.625,1.08333333333333,66.0660660660661,17.048576722236,1.08658031013,0.429827,5.49087357086,81.6328583,18.3671436,48.0847778,1.4141521,14.5001488
21,"UPI","57",2,590.263907785,364.850189209,50,404,188,119,97,7.91,8.19,14.3,16.3691647897898,1.82470840782433,21.9511111111111,18.8619444444444,7.48833333333333,0.95,0.300723764622445,0.9125,1.025,0.9125,0.215416666666667,0.2325,0.22125,0.1925,0.36,0.36,0.36,0.3,0.0840279025431263,4.41005802707931,0.137083333333333,0.0954385377756472,0.1175,0.11,0.18375,0.37,0.25,0.25,0.37,8.33333333333333,0.583333333333333,20.8333333333333,58.3333333333333,0,54.1666666666667,20.8333333333333,75,12.5,12.5,0,25,54.1666666666667,8.33333333333333,0.125,0,0,0.375,0.458333333333333,1.75,2,1.75,1.5,0.0833333333333333,0.25,50,48.9166666666667,0.25,14.4144144144144,10.3426155768112,1.04884899348,3.51227979495,1.22425879845,92.833313,7.1666837,89.4968872,2.8459871,1.6014369
22,"UPI","61",2,419.400673193,269.590026855,50,712,380,166,166,8.78,11.76,16.2,14.3232864114114,1.87057389184525,21.1872222222222,17.9340277777778,7.43722222222222,2.25,1.02320893357082,2.6625,2.1375,1.95,0.1925,0.294545454545455,0.0911111111111111,0.16625,0.8,0.8,0.16,0.6,0.210125623801044,11.6883116883117,0.178928571428571,0.15009476724203,0.0818181818181818,0.288888888888889,0.18875,0.53,0.36,0.53,0.39,66.6666666666667,0.0833333333333333,12.5,66.6666666666667,0,16.6666666666667,0,16.6666666666667,8.33333333333333,75,0,83.3333333333333,75,25,0.291666666666667,0.375,0.375,0.125,0.416666666666667,0,0,0,0,0.5,0.75,4.16666666666667,25.625,0.333333333333333,89.8198198198198,7.21914759192683,1.07200538205,0.0277088105546,1.42496221662,62.6055145,37.1824532,0.1207526,6.3023195,34.8816223
23,"UPI","75",2,587.700216119,364.979064941,50,885,338,237,310,8.03,11.66,16.1,15.0499286786787,1.34543538016064,19.8527777777778,18.156087962963,4.48611111111111,1.7,0.499565028190832,1.5875,1.5125,2,0.29125,0.2775,0.22625,0.37,0.5,0.5,0.5,0.5,0.124806371771567,5.83690987124463,0.405,0.25901149882146,0.43875,0.5075,0.26875,0.96,0.79,0.96,0.58,12.5,0.791666666666667,0,79.1666666666667,0,20.8333333333333,0,20.8333333333333,0,79.1666666666667,0,79.1666666666667,79.1666666666667,33.3333333333333,0.25,0,0,0.75,0.625,0.333333333333333,0.5,0.25,0.25,0,0.333333333333333,4.16666666666667,41.6666666666667,0.208333333333333,2.02702702702703,2.59807621135332,1.10859918858,22.8384497693,3.31588059963,94.9341354,5.0658636,78.2956314,0.2573539,0.0168676
24,"UPI","84",1,2557.80725007,338.619293213,55,430,122,141,167,7.99,10.52,15.6,16.1027884134134,1.58533546644298,21.0911111111111,18.9649305555556,4.69500000000001,2.11666666666667,0.355902608401044,1.9,2.2375,2.2125,0.163714285714286,0.245454545454545,0.145833333333333,0.106666666666667,0.48,0.48,0.26,0.2,0.0981021590661763,12.9290285049447,0.209428571428571,0.125649907121589,0.196363636363636,0.166363636363636,0.281818181818182,0.56,0.56,0.38,0.46,8.33333333333333,0.75,8.33333333333333,75,0,65.7142857142857,17.1428571428571,82.8571428571428,0,17.1428571428571,0,17.1428571428571,65.7142857142857,8.33333333333333,0.791666666666667,1,0.5,0.875,1.83333333333333,0.583333333333333,1,0.5,0.25,0.166666666666667,0.5,29.1666666666667,36.6666666666667,0.791666666666667,64.527027027027,13.6668699171878,1.13295817526,1.16846509682,2.32304687501,91.6177826,8.3822136,54.4314423,0.0801027,7.4522662
25,"UPI","85",3,1905.09423549,234.664245605,92,1866,949,490,427,8.11,11.78,15.9,13.9197491241241,1.71218186058134,20.2338888888889,17.6680787037037,6.86888888888889,3.5304347826087,1.07425863764429,2.8625,3.575,4.24285714285714,0.248,0.353,0.237857142857143,0.165454545454545,0.68,0.68,0.54,0.3,0.160216764930221,14.2356241234222,0.204,0.181370598823644,0.238888888888889,0.167692307692308,0.273,0.67,0.54,0.48,0.67,54.1666666666667,0.130434782608696,12.5,54.1666666666667,0,0,0,0,5.71428571428571,94.2857142857143,0,100,94.2857142857143,33.3333333333333,0.217391304347826,0.25,0.25,0.142857142857143,0.652173913043478,0.75,1,0.5,0.75,0.75,0.666666666666667,16.6666666666667,30.4166666666667,0.625,91.0810810810811,4.73541317426837,1.28335467601,0.140089699702,11.5763287151,41.6629295,57.5964241,7.2566895,8.9017849,57.5264244
26,"UPI","86",2,1170.1763973,348.092163086,90,1468,448,475,545,8.39,11.56,15.6,11.6331719219219,1.30012468353735,19.7577777777778,14.5513657407407,8.23,2.85833333333333,0.840246685654647,2.675,3.1375,2.7625,0.223611111111111,0.2225,0.25,0.198333333333333,0.56,0.54,0.56,0.44,0.122267920749657,12.7826086956522,0.231944444444444,0.225652317191666,0.255833333333333,0.236666666666667,0.203333333333333,0.92,0.72,0.92,0.46,37.5,0.333333333333333,12.5,37.5,3.33333333333333,0,6.66666666666667,10,0,90,0,90,90,58.3333333333333,0,0,0,0,0.375,0,0,0,0,0.416666666666667,0.666666666666667,12.5,29.1666666666667,1.66666666666667,35.7357357357357,16.0305264348298,1.30045034653,4.90593066329,3.47060526689,75.464859,24.5351372,36.1588211,1.2784119,16.0228348
27,"UPI","93",2,213.715356535,298.115692139,50,1239,441,310,488,8.54,11.63,15.7,13.6324242992993,1.47206330278864,19.3772222222222,16.1285648148148,6.20444444444444,1.63333333333333,0.748137784721194,1.4,1.5625,1.9375,0.175172413793103,0.122222222222222,0.13,0.268,0.68,0.28,0.2,0.68,0.144978340492029,9.3241469816273,0.170344827586207,0.161455052538308,0.231111111111111,0.139,0.147,0.56,0.5,0.26,0.56,29.1666666666667,0.458333333333333,16.6666666666667,45.8333333333333,0,14.8148148148148,7.40740740740741,22.2222222222222,11.1111111111111,66.6666666666667,0,77.7777777777778,66.6666666666667,50,0.0416666666666667,0,0.125,0,0.541666666666667,0.166666666666667,0,0,0.5,0,0.5,0,23.125,0.0454545454545455,65.5405405405405,14.0655930941752,1.06150335475,1.39484012629,2.63473553268,41.5553322,58.44384,12.3707876,0.4038334,57.9315987
28,"UPI","96",4,1312.76509383,311.272399902,150,4596,2146,1481,969,8.47,8.81,17.6,18.0774868618619,2.61631699434759,24.9311111111111,22.2465046296296,6.95833333333333,4.8375,1.22183486395773,5.1,4.775,4.6375,0.281041666666667,0.345,0.219375,0.27875,0.84,0.84,0.39,0.42,0.145926819073201,17.2127501853225,0.291875,0.234317989520152,0.26,0.356,0.276,0.89,0.89,0.89,0.53,33.3333333333333,0.458333333333333,4.16666666666667,45.8333333333333,0,19.1489361702128,2.12765957446809,21.2765957446809,0,74.468085106383,4.25531914893617,78.7234042553191,74.468085106383,41.6666666666667,0.291666666666667,0,0,0.875,0.625,0,0,0,0,0.333333333333333,0.333333333333333,25,42.5,1.79166666666667,59.984984984985,14.5833945576946,2.05726320864,0.337038889217,20.3925576266,84.6182861,14.9041452,26.2927151,6.5227089,8.7269726
29,"UPI","108",3,89.6842445799,338.003601074,150,2324,1076,737,511,7.97,12.27,17.7,15.5809804699623,1.9148070024993,21.5423760683761,18.5942517094017,6.76002307692308,2.96666666666667,1.06390039852,3.425,2.5875,2.8875,0.35972972972973,0.301538461538462,0.488333333333333,0.294166666666667,1.3,1.3,1.2,0.78,0.282965314781458,8.24693213122965,0.25972972972973,0.24537371142455,0.319166666666667,0.204545454545455,0.270909090909091,1.01,0.84,0.67,1.01,25,0.391304347826087,16.6666666666667,37.5,0,8.10810810810811,2.7027027027027,10.8108108108108,8.10810810810811,81.0810810810811,0,89.1891891891892,81.0810810810811,41.6666666666667,0.0833333333333333,0,0.25,0,0.0416666666666667,1.08333333333333,1.25,1.75,0.25,0.0833333333333333,0.916666666666667,4.16666666666667,33.5416666666667,0.916666666666667,0,0,0.999999985798,33.9861530325,7.16108232991,99.2879639,0.7120367,71.3130417,3.2473669,0.2732082
30,"UPI","109",3,453.832419348,247.553726196,92,1454,931,261,262,8.95,11.36,13.6,15.5147766516517,2.09942794302654,21.5688888888889,18.9732638888889,6.38166666666667,3.77083333333333,1.40479896957804,3.75,4.3375,3.225,0.229310344827586,0.279090909090909,0.14,0.2725,0.8,0.8,0.24,0.66,0.191943649366213,16.4442355889724,0.237241379310345,0.193167147305202,0.315,0.194,0.22,0.71,0.71,0.45,0.64,33.3333333333333,0.5,8.33333333333333,50,0,0,0,0,3.57142857142857,92.8571428571429,3.57142857142857,100,92.8571428571429,25,0,0,0,0,0.25,0.0833333333333333,0.25,0,0,0.333333333333333,0.583333333333333,20.8333333333333,33.5416666666667,0.625,46.6216216216216,12.8804946666323,1.07122433464,3.65059114232,6.05342841518,74.9416809,25.0583153,0.0531152,0.0523104,24.677969
